,Phylum,Class,Order,Family,Genus,Species,scientificName,BU1_Fall_100m_2023,BU1_Fall_10m_2023,BU1_Fall_bottom_2023,BU1_Fall_Surface_2023,BU1_Spring_100m_2023,BU1_Spring_10m_2023,BU1_Spring_bottom_2023,BU1_Spring_Surface_2023,BU1_Summer_100m_2023,BU1_Summer_10m_2023,BU1_Summer_bottom_2023,BU1_Summer_Surface_2023,BU1_Winter_100m_2023,BU1_Winter_10m_2023,BU1_Winter_bottom_2023,BU1_Winter_Surface_2023,BU4_Fall_100m_2023,BU4_Fall_10m_2023,BU4_Fall_bottom_2023,BU4_Fall_Surface_2023,BU4_Spring_100m_2023,BU4_Spring_10m_2023,BU4_Spring_bottom_2023,BU4_Spring_Surface_2023,BU4_Summer_10m_2023,BU4_Summer_bottom_2023,BU4_Summer_Surface_2023,BU4_Winter_100m_2023,BU4_Winter_10m_2023,BU4_Winter_bottom_2023,BU4_Winter_Surface_2023,BU7_Fall_100m_2023,BU7_Fall_10m_2023,BU7_Fall_bottom_2023,BU7_Spring_100m_2023,BU7_Spring_10m_2023,BU7_Spring_bottom_2023,BU7_Spring_Surface_2023,BU7_Summer_100m_2023,BU7_Summer_10m_2023,BU7_Summer_bottom_2023,BU7_Winter_100m_2023,BU7_Winter_10m_2023,BU7_Winter_bottom_2023,BU7_Winter_Surface_2023,DFO1_Fall_100m_2023,DFO1_Fall_10m_2023,DFO1_Fall_bottom_2023,DFO1_Fall_Surface_2023,DFO1_Spring_100m_2023,DFO1_Spring_10m_2023,DFO1_Spring_bottom_2023,DFO1_Spring_Surface_2023,DFO1_Summer_100m_2023,DFO1_Summer_10m_2023,DFO1_Summer_Surface_2023,DFO1_Winter_100m_2023,DFO1_Winter_10m_2023,DFO1_Winter_bottom_2023,DFO1_Winter_Surface_2023,DFO2_Fall_100m_2023,DFO2_Fall_10m_2023,DFO2_Fall_bottom_2023,DFO2_Fall_Surface_2023,DFO2_Spring_100m_2023,DFO2_Spring_10m_2023,DFO2_Spring_bottom_2023,DFO2_Spring_Surface_2023,DFO2_Summer_100m_2023,DFO2_Summer_10m_2023,DFO2_Summer_Surface_2023,DFO2_Winter_100m_2023,DFO2_Winter_10m_2023,DFO2_Winter_bottom_2023,DFO2_Winter_Surface_2023,DFO4_Fall_100m_2023,DFO4_Fall_10m_2023,DFO4_Fall_bottom_2023,DFO4_Fall_Surface_2023,DFO4_Spring_100m_2023,DFO4_Spring_10m_2023,DFO4_Spring_bottom_2023,DFO4_Spring_Surface_2023,DFO4_Summer_100m_2023,DFO4_Summer_10m_2023,DFO4_Summer_bottom_2023,DFO4_Winter_10m_2023,DFO4_Winter_Surface_2023,HS01_Fall_100m_2023,HS01_Fall_10m_2023,HS01_Fall_bottom_2023,HS01_Fall_Surface_2023,HS01_Spring_100m_2023,HS01_Spring_10m_2023,HS01_Spring_bottom_2023,HS01_Spring_Surface_2023,HS01_Summer_100m_2023,HS01_Summer_10m_2023,HS01_Summer_bottom_2023,HS01_Summer_Surface_2023,HS01_Winter_100m_2023,HS01_Winter_10m_2023,HS01_Winter_bottom_2023,HS01_Winter_Surface_2023,HS02_Fall_100m_2023,HS02_Fall_10m_2023,HS02_Fall_bottom_2023,HS02_Fall_Surface_2023,HS02_Spring_100m_2023,HS02_Spring_10m_2023,HS02_Spring_bottom_2023,HS02_Spring_Surface_2023,HS02_Summer_100m_2023,HS02_Summer_bottom_2023,HS02_Summer_Surface_2023,HS02_Winter_100m_2023,HS02_Winter_10m_2023,HS02_Winter_bottom_2023,HS02_Winter_Surface_2023,HS03_Fall_100m_2023,HS03_Fall_10m_2023,HS03_Fall_bottom_2023,HS03_Fall_Surface_2023,HS03_Spring_100m_2023,HS03_Spring_10m_2023,HS03_Spring_bottom_2023,HS03_Spring_Surface_2023,HS03_Summer_100m_2023,HS03_Summer_bottom_2023,HS03_Summer_Surface_2023,HS03_Winter_100m_2023,HS03_Winter_10m_2023,HS03_Winter_bottom_2023,HS03_Winter_Surface_2023,HSGLASSR1_Fall_100m_2023,HSGLASSR1_Fall_10m_2023,HSGLASSR1_Fall_bottom_2023,HSGLASSR1_Spring_100m_2023,HSGLASSR1_Spring_10m_2023,HSGLASSR1_Spring_bottom_2023,HSGLASSR1_Spring_Surface_2023,HSGLASSR1_Summer_100m_2023,HSGLASSR1_Summer_bottom_2023,HSGLASSR1_Summer_Surface_2023,HSPLANT_Fall_Surface_2023,HSPLANT_Spring_Surface_2023,HSPLANT_Summer_10m_2023,HSPLANT_Summer_Surface_2023,IA01_Fall_100m_2023,IA01_Fall_10m_2023,IA01_Fall_bottom_2023,IA01_Fall_Surface_2023,IA01_Spring_100m_2023,IA01_Spring_10m_2023,IA01_Spring_bottom_2023,IA01_Spring_Surface_2023,IA01_Summer_100m_2023,IA01_Summer_10m_2023,IA01_Summer_bottom_2023,IA01_Summer_Surface_2023,IA01_Winter_100m_2023,IA01_Winter_10m_2023,IA01_Winter_bottom_2023,IA01_Winter_Surface_2023,IA02_Fall_100m_2023,IA02_Fall_10m_2023,IA02_Fall_bottom_2023,IA02_Fall_Surface_2023,IA02_Spring_100m_2023,IA02_Spring_10m_2023,IA02_Spring_bottom_2023,IA02_Spring_Surface_2023,IA02_Summer_100m_2023,IA02_Summer_10m_2023,IA02_Summer_bottom_2023,IA02_Summer_Surface_2023,IA02_Winter_100m_2023,IA02_Winter_10m_2023,IA02_Winter_bottom_2023,IA02_Winter_Surface_2023,IA03_Fall_100m_2023,IA03_Fall_10m_2023,IA03_Fall_bottom_2023,IA03_Fall_Surface_2023,IA03_Spring_100m_2023,IA03_Spring_10m_2023,IA03_Spring_bottom_2023,IA03_Spring_Surface_2023,IA03_Summer_100m_2023,IA03_Summer_10m_2023,IA03_Summer_bottom_2023,IA03_Summer_Surface_2023,IA03_Winter_100m_2023,IA03_Winter_10m_2023,IA03_Winter_bottom_2023,IA03_Winter_Surface_2023,TO2A_Fall_100m_2023,TO2A_Fall_10m_2023,TO2A_Fall_Surface_2023,TO2A_Spring_100m_2023,TO2A_Spring_10m_2023,TO2A_Spring_bottom_2023,TO2A_Spring_Surface_2023,TO2A_Summer_100m_2023,TO2A_Summer_10m_2023,TO2A_Summer_bottom_2023,TO2A_Summer_Surface_2023,TO2A_Winter_100m_2023,TO2A_Winter_10m_2023,TO2A_Winter_bottom_2023,TO2A_Winter_Surface_2023,TO3A_Fall_100m_2023,TO3A_Fall_10m_2023,TO3A_Fall_bottom_2023,TO3A_Fall_Surface_2023,TO3A_Spring_100m_2023,TO3A_Spring_10m_2023,TO3A_Spring_bottom_2023,TO3A_Spring_Surface_2023,TO3A_Summer_100m_2023,TO3A_Summer_10m_2023,TO3A_Summer_bottom_2023,TO3A_Summer_Surface_2023,TO3A_Winter_100m_2023,TO3A_Winter_10m_2023,TO3A_Winter_bottom_2023,TO3A_Winter_Surface_2023,TO4A_Fall_100m_2023,TO4A_Fall_10m_2023,TO4A_Fall_bottom_2023,TO4A_Fall_Surface_2023,TO4A_Spring_100m_2023,TO4A_Spring_10m_2023,TO4A_Spring_bottom_2023,TO4A_Spring_Surface_2023,TO4A_Summer_100m_2023,TO4A_Summer_10m_2023,TO4A_Summer_bottom_2023,TO4A_Summer_Surface_2023,TO4A_Winter_100m_2023,TO4A_Winter_10m_2023,TO4A_Winter_bottom_2023,TO4A_Winter_Surface_2023
28,Chordata,Actinopteri,Scorpaeniformes,Cottidae,Clinocottus,globiceps,Clinocottus globiceps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06280928,0,0.089002105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038216993,0,0,0,0,0,0,0,0,0
29,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,pallasii,Clupea pallasii,0.999326645,0.677784086,0.268333108,0.648041973,0.760215622,0.82067861,0.0027442,0.761873549,0.737934892,0,0,0.370245718,0.12990943,0.07529278,0.003670817,0.892089975,0.489390761,0.634235473,0.001138006,0.046660891,0.448107198,0.719373962,0.054455408,0.502327667,0,0,0,0.002553856,0.003077736,0.000435172,0.034746168,0,0.067804628,0.459910805,0.955449497,0.649049725,0,0,0,0.311583914,0,0.353368893,0.132783263,0.018167924,0.146822985,0,0.31398302,0.117498464,0.173273988,0,0.065422214,0,0.707154753,0.999380963,0,0,0.299304309,0.327941125,0.043142251,0.279581871,0,0.364044537,0,0.154232666,0.310826214,0.704690847,0,0.375427922,0,0.462572375,0,0.57823874,0.390346907,0.191765,0.257716348,0.556336857,0.355446222,0.058251099,0.316216259,0.56317678,0,0.063102039,0.135069317,0,1,0,0.211623798,0.085094734,0.175232363,0,0,0,0.515069601,0.668439747,0.252050262,0,0,0,0,0,0.180888219,0.145482795,0.006402027,0.103121826,0.460645341,0.068000299,0,0.011982963,0.275137883,0.044846759,0.121041524,0.605261637,0,0,0,0.072950424,0,0,0.061568531,0.012078196,0,0,0.06713282,0.811790641,0.056886885,0,0.294416006,0.198349716,0,0,0.019180456,0.296189326,0,0.018125134,0,0.287287751,0,0,0.186647825,0,0.607021432,0,0,0,0,0,0.545747724,0,0.450492572,0.377987456,0,0.045427494,0.646734015,0.579946581,0,0.556577831,0,0,0,0,0.133579854,0.000892925,0.033740312,0.145949466,0,0.243425761,0.071900962,0.029360858,0.345889871,0.675915436,0.029051486,0.882590177,0,0.377488067,0,0,0.008575659,0.195265833,0.096575944,0.159599118,0.018796621,0.18798007,0,0.064213992,0.132105783,0.429448813,0.03801083,0.862908879,0,0.586753477,0.098663495,0.511900635,0.004162246,0.100214835,0.040706578,0.201316171,0.362120065,0.316369314,0.022509112,0.055701217,0,0.407662174,0.254046427,0.999947228,0.225238339,0,0,0.001137017,0.336198402,0.08337431,0.21614645,0.287259155,0.16449028,0,0.012331439,0.259873699,0.939835925,0.005783587,0,0,0,0,0,0.531745034,0.068531624,0.000212802,0.058422239,0.454837471,0,0,0.038961003,0,0.370632555,0.062575856,0.228701847,0,0,0,0,0.121172714,0.086389334,0.046137923,0.025383326
30,Chordata,Actinopteri,Perciformes,Cottidae,Cottidae,sp,Cottidae sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020724548,0,0,0,0.007564885,0,0,0,0,0,0,0,0,0,0.016942455,0,0,0,0.028657161,0,0,0,0,0,0,0.006474369,0,0,0.068037038,0,0.103156952,0,0,0,0,0.055663875,0,0,0,0.010036346,0,0,0,0,0,0.058062303,0.034082798,0,0,0,0,0,0,0.01407629,0,0,0,0,0,0,0.01872293,0,1,0,0.010480436,0,0,0,0,0,0,0.044650671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008214912,0,0,0,0,0,0,0,0,0,0,0,0,0.008898253,0,0,0,0,0,0,0,0,0.04321255,0,0.056332046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009292553,0,0,0,0,0,0,0,0,0,0,0.197135287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149667789,0,0,0,0,0,0,0,0,0,0,0,0,0.010844039,0,0
31,Chordata,Actinopteri,Scorpaeniformes,Cottidae,Cottus,aleuticus,Cottus aleuticus,0,7.56E-05,0,0,0.019920899,0,0,0.012166668,0,0,0,0,0.000284559,0.434126974,0.000516116,0.000231123,1.29E-05,0,0,0.162729726,0,0,0,0,0,0,4.38E-05,0.002050328,1,0.000655436,0.624430966,0,0,2.46E-05,0,0.418629482,0,0,0,0,0,0.363103398,0.380307651,0.00060494,0.600327506,0,0,0,0.113067142,0.030139867,0,0.026001208,0.262104336,0,0.000291185,0.530025798,0.000356694,0.11074405,5.58E-05,0.217381735,0,0,0,0.132435733,0.020447863,0,0.005524677,0.121075544,0,0,0,0.000492837,0.154526053,0.00049503,0.321594059,0,0,0,0.1982143,0,0,0,0.368785748,0,0,0,0.00075977,0.774010452,0,0,0,0.022855454,0,0,0,0,0,0,0,0.000828724,0.000126337,0,2.71E-05,0.531617658,0.000284428,0.187900224,0,0.025402636,0,0,0,0,0,0,0.105025484,0,3.58E-05,8.09E-06,0.81718003,0,0,0,3.23E-05,0,0,0,0,2.02E-05,0,0,1.02E-05,0,4.21E-05,0.101482474,0,0,0,0.019468607,0,0.100975403,0.010320126,0,0,0,0,0,0.000735149,0.051743263,0.093856565,4.63E-05,0,0.047269637,0,0,0,0.084006993,0,5.64E-05,3.55E-05,0.008077308,0.000212867,0.404873606,3.31E-05,0.228508013,0,0,0,0,0,0,0,0.018503692,5.62E-05,0,0,0,0,3.88E-05,0.000234177,0.123044741,0,0,0,0.063343139,0,0,0,0.00991322,0,0,0,0,4.99E-05,4.60E-05,4.12E-05,0.312128236,3.01E-05,0,0,0,0,0.00585542,0,0,0,0,0,0.146008205,0.000275959,0.000226168,0.532149769,1.75E-05,0,0,0.002733482,0,0,0,0,0,0,0,0.051382558,0.00035978,0.383287512,0.000420671,0.605493483,0,2.21E-05,0,0.02928013,0.323582952,0,0,0,0,0,0,0,0.000533526,0.484188581,0.000441142,0.67253349
32,Chordata,Actinopteri,Scorpaeniformes,Cottidae,Cottus,asper,Cottus asper,0,0.000398825,0,0,0,0,0.001377286,0,0,0,0,0,0.000358274,0.001695909,0,0,2.27E-05,0,0,0.000457315,0.002845025,0,0,0,0,0,0.38627022,0,0.006055853,6.31E-05,0.002128561,0,0,0,0,0,0.84199499,0,0,0.0001169,0.000287798,0.001265298,0.002490698,0,0.086379499,0,0,0,0.036059379,0.197323313,0,0.084971086,0.018674142,0,0,0.001549358,0.000163575,0.000615585,6.25E-05,0.237030026,0,0,0.000211456,0.000137018,0.038569405,0,0.005530399,0,0,3.08E-05,0,0.000180493,0.000754362,0.000134823,0.319480461,0,0,0,0.00289266,0,0,0,0.003684493,0,0,0,0.000180488,0.036452708,0,0,0,0.066678351,0.165594833,0.324988789,0,0,0,0,0,0.000541108,2.34E-05,1.46E-05,0,0.072258139,0,0.000414482,0,9.98E-05,0,0,0,0,8.86E-05,1.71E-05,0.000208669,0,0,0,0.072675429,0,0,0,0,0,0.062955274,0,0,0,0,0.000150952,0,0,0,0.000291686,0,0.000126742,0,0.043658419,0.096218617,0.161354748,0.097597594,0,0,0.06059715,0.018341715,0,6.36E-05,0.310173238,0.00013246,0,0,0.080064031,0.00496771,0,0,0.222383106,0,0,0,0.015421913,0.000109142,0.002236116,7.77E-05,0.26559436,0,0,0,0.061209935,0,0,0,0.023541683,0,4.19E-05,3.21E-05,0,0.000120776,0.000170598,0,0.413167017,0,0,0,0.020470609,0.018328798,0,0.006432453,0.166664187,0,0,0,0,0,2.69E-05,0,0.044129072,0,0,0,0.000763051,0.145851558,0,0.366410003,0,0,0.000183557,0,0.000560465,5.39E-05,4.82E-05,0.002392951,3.08E-05,0,0,0.023474981,0,0.003073777,0,0.03773263,0,0,0,0.16542255,0.000432738,0.00249898,3.04E-05,0.002035492,0.000122899,0,0,5.84E-05,0.308824526,0.026438705,0,1,0,0,0,0.33300475,0.002353586,0.005057755,4.01E-05,0.00244792
33,Chordata,Actinopteri,Scorpaeniformes,Cottidae,Cottus,sp,Cottus sp,0,0,0,0,0,0,0,0,0,0,0,0,0.00961221,0.463749028,0,0,0,0,0,0.200617892,0,0,0,0,0,0,0.05469591,0,1,0,0.553906613,0,0,0,0,0,0,0,0,0,0,0.294824934,0.338643323,0,0.699085431,0,0,0,0.097893761,0.122205388,0,0,0.470670598,0,0,0.691400709,0,0.109416288,0,0.287901017,0,0,0,0.158301605,0.031090536,0,0,0.150222618,0,0,0,0,0.170056459,0,0.295005413,0,0,0,0.252100152,0,0,0,0.444189579,0,0,0,0,0.845747094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5707129,0,0.273637315,0,0,0,0,0,0,0,0,0.082421418,0,0,0,0.888824921,0,0,0,0,0,0.020655088,0,0,0,0,0,0,0,0,0.081149186,0,0,0,0,0,0.085910432,0.030136535,0,0,0.020779587,0,0,0,0.135067784,0.094175549,0,0,0,0,0,0,0.13700923,0,0,0,0.024602653,0,0.35899176,0,0.242545165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158052846,0,0,0,0.090623131,0,0,0,0.021648,0,0,0,0,0,0,0,0.24869337,0,0,0,0,0,0,0,0,0,0,0,0.113850396,0,0,0.440343297,0,0,0,0,0,0,0,0,0,0,0,0.139096175,0,0.253815754,0,0.643192256,0,0,0,0.04149125,0,0.019954604,0,0,0,0,0,0.062806027,0,0.445693121,0,0.783183476
34,Chordata,Actinopteri,Scorpaeniformes,Cryptacanthodidae,Cryptacanthodes,giganteus,Cryptacanthodes giganteus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000105378,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000463039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000241003,0,0,0,0,0,0,0,0,0,0,0,0,0.000138949,0.000195101,0,0,0,0,0,0,0,0.067540198,0,0,0,0,0,0,1,0.000210082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00667373,0,0,0,0,0,0,0,0.000152731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082860095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014268,0,0
35,Chordata,Actinopteri,Ovalentaria,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0,0,0,0,0,0,0,0,0,0,9.58E-05,0,0,0,0,0,0,0,0.000156331,0,0.013133197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047503019,0,0,0,0.066245129,0,0,0,0,0,0,0,0,0,0,0,0.064726359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001134869,0.000122687,0,0.338626091,0,0,0.000107956,0,0,0,0,0,0,0.000111313,0,0,0.255158314,0,0,0,0,0,0,0,0.005985241,0,0,0,0,0,0,0,0,0,0,0,0.000228386,0,0,0,0,0,0,0,3.58E-05,1.34E-05,0.045444859,0,0,0,0.064087528,0,0.298058708,0,0,0,0,0,0,0,1,0,0,0.00608855,0.000133629,0,0,0,0.019426939,0,0,0,0.007838924,5.49E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.198327296,0,0.025548203,0,0,0,0,0,0,0,0,0,0,0,0,0.024786846,0.063589503,0.018458569,0,0,0,1.48E-05,0,0,0,0,0,0,0,0,0,0,0.032514302,0,7.95E-05,0,0.000122965,9.41E-05,0,0,0,0,0,0.228854175,0,0,0,0,0,0,0,0,0,0,0.185330902,0,0,0,0,3.90E-05,0,0,0,0,0.036972895,0,0,0,0.000187578,0,0,0,0,0
36,Chordata,Actinopteri,Scorpaeniformes,Psychrolutidae,Dasycottus,setiger,Dasycottus setiger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,theta,Diaphus theta,0,0,0,0,1,0,0.000608494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003003571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631284347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088658122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Chordata,Actinopteri,Ovalentaria,Embiotocidae,Embiotoca,lateralis,Embiotoca lateralis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166131055,0,0,0,0,0,0,0,0,0,0,0,0,0.011037505,0,0,0,0,0,0,0,0.003250802,0.000928088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609210025,0.449602284,0.017859046,0.034692509,1,0,0,0,0,0,0,0,0,0,0,0,0,0.043086198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.819749566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Chordata,Actinopteri,Ovalentaria,Embiotocidae,Embiotocidae,sp,Embiotocidae sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009254319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004112099,0,0,0,0,0,0,0,0,0,0,0,0,0.066609156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012657085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246758999,1,0.030630386,0,0.01676188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127955967,0,0.002439232,0,0,0,0,0,0,0,0,0,0,0,0.307900355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022720767,0,0,0,0,0,0,0,0,0,0,0.004991692,0,0,0,0,0,0,0.03465452,0,0
40,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,mordax,Engraulis mordax,0.00021293,0,0.000407006,0,0,0.0063106,0,0,1.93E-05,0,0,0,0,0,0,0,0,0,0,0,0.001086074,0,0.000917975,0,0,0,0,0,0,0,0,0,0,3.67E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30E-05,0,0.000551114,0,0.000175584,0.000298478,0.000118486,1.40E-05,0,0,0,0,0,0,0,0,0,0.001048833,0.000143105,0,0,0,0,0,0,0,0,0,0,0,0,0.001058794,0,0,0,0.000319516,0,0,0,0,0,0.084128166,0,0,0.206032686,0.03303904,0.002466469,0.010845521,0,0,1.27E-05,0.056417887,0.111574471,2.16E-05,0.035423217,0.019956281,0,0,0,0,0.000156869,0.686947094,0.000998098,0.002288903,0.000375969,0.27707131,0,0,0.545993014,0,0.042312141,0.57234142,0.001061227,0.001632824,0.049621638,0,1,0.179473072,0.60410064,0.375712346,0.271900226,0.839391496,0,0.089035082,3.14E-05,0.093046356,0,0.000537851,0,0.691181521,0.739299089,0.905933977,0.171487916,0,0,9.92E-05,0,0,4.50E-05,0,0.000236089,0.354584336,0.016663603,0.054436352,0.001626274,0,7.85E-05,0.046077485,6.19E-05,0.389562994,8.82E-05,0.001463591,0.129176547,0,0,0,0.000145764,9.73E-05,2.49E-05,0,0.000241469,0.000161849,1.64E-05,0.000922515,5.59E-05,0.249836809,0.165093166,0.464046486,0.171376811,0.204192925,0.119754484,0.026019809,0.000281209,0.000143584,2.51E-05,0.016898102,5.82E-05,5.96E-05,0,0.015807036,0,0.467444191,6.27E-05,0.278301115,0.228171869,0.038866596,0,0.011148653,0.20619935,0,0.036849291,8.42E-05,0,0,0,0,0.826596827,0,0.720081508,0.272684605,0,0,0.031820665,0.000104581,0.140253185,0.000596762,0.027966796,0,0,0,0,0,0.89193668,0.652121503,0.167606053,0,0,0,0.018277682,0.000399848,0,0,0.027792907,0.003229178,0,0,0.008978584,0,0,0,0,0.000127664,0,0,0
41,Chordata,Actinopteri,Scorpaeniformes,Cottidae,Enophrys,bison,Enophrys bison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000933625,0.000638823,0,0.746647833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000839474,0,0,0,0,0.581817345,0,0,0,0.22003858,0,0,0,0,0.234988049,0,0,0,0,0,0,0,0,0,0,0,0,0.000145562,0,0,0,0,0,0,0,0,0,0,0,0,0.000265929,0,0,0,0,0,0.000943448,0,0.001041629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001388858,0,0.764821642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596729074,0,0,0,0,0,0,0,0,0,0,0,0.001089736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000525117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.001232192,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017742,0,0
