,Phylum,Class,Order,Family,Genus,Species,scientificName,BU1_Fall_100m_2023,BU1_Fall_10m_2023,BU1_Fall_bottom_2023,BU1_Fall_Surface_2023,BU1_Spring_100m_2023,BU1_Spring_10m_2023,BU1_Spring_bottom_2023,BU1_Spring_Surface_2023,BU1_Summer_100m_2023,BU1_Summer_10m_2023,BU1_Summer_bottom_2023,BU1_Summer_Surface_2023,BU1_Winter_100m_2023,BU1_Winter_10m_2023,BU1_Winter_bottom_2023,BU1_Winter_Surface_2023,BU4_Fall_100m_2023,BU4_Fall_10m_2023,BU4_Fall_bottom_2023,BU4_Fall_Surface_2023,BU4_Spring_100m_2023,BU4_Spring_10m_2023,BU4_Spring_bottom_2023,BU4_Spring_Surface_2023,BU4_Summer_10m_2023,BU4_Summer_bottom_2023,BU4_Summer_Surface_2023,BU4_Winter_100m_2023,BU4_Winter_10m_2023,BU4_Winter_bottom_2023,BU4_Winter_Surface_2023,BU7_Fall_100m_2023,BU7_Fall_10m_2023,BU7_Fall_bottom_2023,BU7_Spring_100m_2023,BU7_Spring_10m_2023,BU7_Spring_bottom_2023,BU7_Spring_Surface_2023,BU7_Summer_100m_2023,BU7_Summer_10m_2023,BU7_Summer_bottom_2023,BU7_Winter_100m_2023,BU7_Winter_10m_2023,BU7_Winter_bottom_2023,BU7_Winter_Surface_2023,DFO1_Fall_100m_2023,DFO1_Fall_10m_2023,DFO1_Fall_bottom_2023,DFO1_Fall_Surface_2023,DFO1_Spring_100m_2023,DFO1_Spring_10m_2023,DFO1_Spring_bottom_2023,DFO1_Spring_Surface_2023,DFO1_Summer_100m_2023,DFO1_Summer_10m_2023,DFO1_Summer_Surface_2023,DFO1_Winter_100m_2023,DFO1_Winter_10m_2023,DFO1_Winter_bottom_2023,DFO1_Winter_Surface_2023,DFO2_Fall_10m_2023,DFO2_Fall_bottom_2023,DFO2_Fall_Surface_2023,DFO2_Spring_100m_2023,DFO2_Spring_10m_2023,DFO2_Spring_bottom_2023,DFO2_Spring_Surface_2023,DFO2_Summer_10m_2023,DFO2_Summer_Surface_2023,DFO2_Winter_100m_2023,DFO2_Winter_10m_2023,DFO2_Winter_bottom_2023,DFO2_Winter_Surface_2023,DFO4_Fall_100m_2023,DFO4_Fall_10m_2023,DFO4_Fall_bottom_2023,DFO4_Fall_Surface_2023,DFO4_Spring_100m_2023,DFO4_Spring_10m_2023,DFO4_Spring_bottom_2023,DFO4_Spring_Surface_2023,DFO4_Summer_100m_2023,DFO4_Summer_10m_2023,DFO4_Summer_bottom_2023,DFO4_Winter_10m_2023,DFO4_Winter_Surface_2023,HS01_Fall_100m_2023,HS01_Fall_10m_2023,HS01_Fall_bottom_2023,HS01_Fall_Surface_2023,HS01_Spring_100m_2023,HS01_Spring_10m_2023,HS01_Spring_bottom_2023,HS01_Spring_Surface_2023,HS01_Summer_100m_2023,HS01_Summer_10m_2023,HS01_Summer_bottom_2023,HS01_Summer_Surface_2023,HS01_Winter_100m_2023,HS01_Winter_10m_2023,HS01_Winter_bottom_2023,HS01_Winter_Surface_2023,HS02_Fall_100m_2023,HS02_Fall_10m_2023,HS02_Fall_bottom_2023,HS02_Fall_Surface_2023,HS02_Spring_100m_2023,HS02_Spring_10m_2023,HS02_Spring_bottom_2023,HS02_Spring_Surface_2023,HS02_Summer_bottom_2023,HS02_Summer_Surface_2023,HS02_Winter_100m_2023,HS02_Winter_10m_2023,HS02_Winter_bottom_2023,HS02_Winter_Surface_2023,HS03_Fall_100m_2023,HS03_Fall_10m_2023,HS03_Fall_bottom_2023,HS03_Fall_Surface_2023,HS03_Spring_100m_2023,HS03_Spring_10m_2023,HS03_Spring_bottom_2023,HS03_Spring_Surface_2023,HS03_Summer_100m_2023,HS03_Summer_bottom_2023,HS03_Summer_Surface_2023,HS03_Winter_100m_2023,HS03_Winter_10m_2023,HS03_Winter_bottom_2023,HS03_Winter_Surface_2023,HSGLASSR1_Fall_100m_2023,HSGLASSR1_Fall_10m_2023,HSGLASSR1_Fall_bottom_2023,HSGLASSR1_Spring_100m_2023,HSGLASSR1_Spring_10m_2023,HSGLASSR1_Spring_bottom_2023,HSGLASSR1_Spring_Surface_2023,HSGLASSR1_Summer_100m_2023,HSGLASSR1_Summer_bottom_2023,HSGLASSR1_Summer_Surface_2023,HSPLANT_Fall_Surface_2023,HSPLANT_Spring_Surface_2023,HSPLANT_Summer_10m_2023,HSPLANT_Summer_Surface_2023,IA01_Fall_100m_2023,IA01_Fall_10m_2023,IA01_Fall_bottom_2023,IA01_Fall_Surface_2023,IA01_Spring_100m_2023,IA01_Spring_10m_2023,IA01_Spring_bottom_2023,IA01_Spring_Surface_2023,IA01_Summer_100m_2023,IA01_Summer_10m_2023,IA01_Summer_bottom_2023,IA01_Summer_Surface_2023,IA01_Winter_100m_2023,IA01_Winter_10m_2023,IA01_Winter_bottom_2023,IA01_Winter_Surface_2023,IA02_Fall_100m_2023,IA02_Fall_10m_2023,IA02_Fall_bottom_2023,IA02_Fall_Surface_2023,IA02_Spring_100m_2023,IA02_Spring_10m_2023,IA02_Spring_bottom_2023,IA02_Spring_Surface_2023,IA02_Summer_100m_2023,IA02_Summer_10m_2023,IA02_Summer_bottom_2023,IA02_Summer_Surface_2023,IA02_Winter_100m_2023,IA02_Winter_10m_2023,IA02_Winter_bottom_2023,IA02_Winter_Surface_2023,IA03_Fall_100m_2023,IA03_Fall_10m_2023,IA03_Fall_bottom_2023,IA03_Fall_Surface_2023,IA03_Spring_100m_2023,IA03_Spring_10m_2023,IA03_Spring_bottom_2023,IA03_Spring_Surface_2023,IA03_Summer_100m_2023,IA03_Summer_10m_2023,IA03_Summer_bottom_2023,IA03_Summer_Surface_2023,IA03_Winter_100m_2023,IA03_Winter_10m_2023,IA03_Winter_bottom_2023,IA03_Winter_Surface_2023,TO2A_Fall_100m_2023,TO2A_Fall_10m_2023,TO2A_Fall_bottom_2023,TO2A_Fall_Surface_2023,TO2A_Spring_100m_2023,TO2A_Spring_10m_2023,TO2A_Spring_bottom_2023,TO2A_Spring_Surface_2023,TO2A_Summer_100m_2023,TO2A_Summer_10m_2023,TO2A_Summer_Surface_2023,TO2A_Winter_100m_2023,TO2A_Winter_10m_2023,TO2A_Winter_bottom_2023,TO2A_Winter_Surface_2023,TO3A_Fall_100m_2023,TO3A_Fall_10m_2023,TO3A_Fall_bottom_2023,TO3A_Fall_Surface_2023,TO3A_Spring_100m_2023,TO3A_Spring_10m_2023,TO3A_Spring_bottom_2023,TO3A_Spring_Surface_2023,TO3A_Summer_10m_2023,TO3A_Summer_bottom_2023,TO3A_Summer_Surface_2023,TO3A_Winter_100m_2023,TO3A_Winter_10m_2023,TO3A_Winter_bottom_2023,TO3A_Winter_Surface_2023,TO4A_Fall_100m_2023,TO4A_Fall_10m_2023,TO4A_Fall_bottom_2023,TO4A_Fall_Surface_2023,TO4A_Spring_100m_2023,TO4A_Spring_10m_2023,TO4A_Spring_bottom_2023,TO4A_Spring_Surface_2023,TO4A_Summer_100m_2023,TO4A_Summer_10m_2023,TO4A_Summer_bottom_2023,TO4A_Summer_Surface_2023,TO4A_Winter_100m_2023,TO4A_Winter_10m_2023,TO4A_Winter_bottom_2023,TO4A_Winter_Surface_2023
28,Chordata,Actinopteri,Scorpaeniformes,Cottidae,Clinocottus,acuticeps,Clinocottus acuticeps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184980059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017809732,0.023301313,0,0.004985287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002318605,0,0.043586987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002901548,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002104649,0,0
29,Chordata,Actinopteri,Scorpaeniformes,Cottidae,Clinocottus,globiceps,Clinocottus globiceps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028866865,0,0.083137963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142648452,0,0,0,0,0,0,0,0,0
30,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,harengus,Clupea harengus,0.043187482,0.021732558,0.022798564,0.030780238,0.04858247,0.019202331,0,0.012015651,0.019876524,0,0,0.009360623,0.002741349,0.014517205,0,0.020000328,0.023116855,0.037469928,0,0.00320553,0.0068372,0.016916095,0,0.01928038,0,0,0,0,1,0,0.005724869,0,0,0.015120639,0.016498679,0,0.244644182,0,0,0.011577833,0,0.013687645,0.004259453,0,0.007776533,0,0.012538466,0,0.006643333,0,0.007714104,0,0.027466687,0.020159506,0,0,0.021853969,0.009460364,0,0,0.018574369,0,0.008317268,0.023468229,0,0,0.012934336,0.01981504,0,0.017733023,0.018581784,0.007018946,0.035593107,0.046819541,0.015234986,0.008464404,0.017215244,0.021470145,0,0.007039218,0.004386317,0,0.033242919,0,0.00288824,0.016963835,0.003166588,0,0,0,0.024701547,0.010376838,0,0,0,0,0,0,0.008938058,0.003299895,0,0.008264078,0.053096893,0.005324795,0,0.011232909,0.024267877,0,0.006993958,0.055804001,0,0,0.007349012,0,0,0.017675932,0,0,0,0,0.014127493,0.001480134,0,0.00721298,0.007625082,0,0,0.001074965,0.026310195,0,0,0,0.023203145,0,0,0.003658628,0,0.008946201,0,0,0,0,0,0.00628159,0,0.020770867,0.021740937,0,0,0.008406366,0.017146453,0,0.350332323,0,0,0,0,0.005260762,0,0.00374441,0.010260348,0,0.009948021,0,0,0.024827751,0.023709107,0,0.01935378,0,0.024115707,0,0,0.002305903,0.008018285,0.003031393,0.008705533,0,0,0.005165502,0.005438068,0,0.003694129,0,0.286742532,0,0.0126536,0.025197169,0.014493643,0,0.003907867,0,0.017930625,0.018810639,0.011290863,0,0.001497489,0.001528036,0,0.023229681,0,0.017641654,0.01362504,0.006933956,0,0.008018326,0.004881618,0.019590421,0.017465055,0.00306078,0,0,0.003163247,0.023645906,0,0,0,0,0,0.012451274,0,0.001756308,0.008001105,0.011648437,0,0,0.006333209,0,0.013389277,0,0,0,0,0,0,0.002874804,0.004410762,0.003892166,0
31,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,pallasii,Clupea pallasii,0.999108985,0.677820227,0.673202868,0.647811178,0.798590543,0.884015141,0.339898686,0.828555207,1,0,0,0.368784947,0.132660389,0.104805411,0.004903666,0.967805136,0.461445654,0.633860329,0.001154238,0.078322449,0.453681103,0.731165506,0.056035627,0.506740762,0,0,0,0.000744526,0.001650382,0.000436092,0.072020195,0,0.068874448,0.545963862,0.968163481,0.997326351,0,0,0,0.312031802,0,0.574134575,0.189171612,0.017952384,0.281735431,0,0.325694468,0.223637777,0.192586022,0,0.067350186,0,0.948700809,0.999442721,0,0,0.539311842,0.611344087,0.293938118,0.58708154,0.381070786,0,0.165609365,0.847694531,0.756886671,0,0.412668744,0.53167744,0,0.859003595,0.996514062,0.277170942,0.555537431,0.999613076,0.421144929,0.115675405,0.339528829,0.623464803,0,0.110609373,0.187837161,0,0.999830783,0,0.34345985,0.298579573,0.215113019,0,0,0,0.575830236,0.763103314,0.296122454,0,0,0,0,0,0.310247907,0.186820923,0.006852577,0.180443146,0.99762877,0.082861592,0,0.012309286,0.91611944,0.044999302,0.34716694,0.842989427,0,0,0.192600702,0,0,0.158311725,0.011816967,0,0,0.067468498,0.922468759,0.058515672,0,0.297201245,0.198391367,0,0,0.023306517,0.634843107,0,0.025802123,0,0.291848399,0,0,0.194280678,0,0.648049171,0,0,0,0,0,0.545299691,0,0.480465954,0.370613453,0,0.044783143,0.778055731,0.586556516,0,0.642576207,0,0,0,0,0.182842477,0.001250593,0.065325837,0.245407249,0,0.250843843,0.161031136,0.030680661,0.922683155,0.684115785,0.032811526,0.906917328,0,0.629308073,0,0,0.011021485,0.22969541,0.072364081,0.217970375,0.032929233,0.208544429,0,0.064469521,0.141276388,0.4591609,0.060532814,0.925430711,0,0.589008007,0.56471789,0.490818528,0.005105809,0.115685937,0.111336805,0.278568198,0.373565521,0.246423602,0.000394354,0.023282055,0.056523218,0,0.942093755,0.325096075,0.999970229,0.235272807,0,0.002622055,0.336764268,0.114116213,0.465833069,0.473587514,0.143383767,0,0.014374795,0.301981857,0.988846156,0.014835503,0,0,0,0,0.599912596,0.123427623,0.000370548,0.111720393,0.308737813,0,0,0.045402631,0,0.376869497,0.621848448,0.410050527,0,0,0,0,0.133193891,0.178627743,0.090996021,0.046874949
32,Chordata,Actinopteri,Scorpaeniformes,Cottidae,Comephorus,baikalensis,Comephorus baikalensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249695924,0,0,0,0,0,0.055135115,0,0,0,0,0,0,0,0,1,0,0.492338763,0,0,0,0,0,0,0,0,0,0,0.176570619,0.36631297,0,0.374517826,0,0,0,0,0,0,0,0.251961073,0,0,0.177285932,0,0,0,0.439900249,0,0,0.06358089,0,0,0,0.065917207,0,0,0,0.239705018,0,0.489761157,0,0,0,0.069671106,0,0,0,0.150889321,0,0,0,0,0.778074588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284284292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972883286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091818939,0,0,0,0,0,0.162357029,0,0,0,0,0,0,0,0.155666221,0,0,0,0,0,0,0,0.057048198,0,0,0,0,0,0,0,0.352955988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093534766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08940534,0,0,0.777589016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275238027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202306938,0,0.43912969
33,Chordata,Actinopteri,Scorpaeniformes,Cottidae,Cottus,hangiongensis,Cottus hangiongensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045853407,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.006993649,0,0,0.031787116,0,0,0,0,0,0,0,0,0,0,0.021065945,0,0,0,0.052271008,0,0,0,0,0,0,0,0,0,0,0,0,0.072744643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014477139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018199339,0,0,0,0.069363711,0,0,0,0.02621967,0,0,0,0.018641519,0,0,0,0,0,0,0,0.027959922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03163064,0,0,0,0,0,0,0,0.004456578,0,0,0,0,0,0,0,0.010470381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012319569,0,0,0,0,0,0,0,0,0,0,0.025156427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065004404,0,0.006009764,0,0
34,Chordata,Actinopteri,Scorpaeniformes,Cottidae,Cottus,rhenanus,Cottus rhenanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178653361,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089170911,0,0,0,0,0,0,0,0,0,0,0.073869138,0,0,0,0.314214464,0,0,0,0,0,0,0,0,0,0,0,0,0.408134298,0,0,0,0,0,0,0,0,0,0,0,0,0.486296618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063645754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162152314,0,0,0,0,0,0,0,0.083195289,0,0,0,0,0,0,0,0.16340555,0,0,0,0,0,0,0,0.021338783,0,0,0,0,0,0,0,0.221829889,0,0,0,0,0,0,0,0.031254573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08639878,0,0,0,0,0,0,0,0,0,0,0.126018124,0,0,0,0.076455008,0,0,0,0,0,0,0,0,0,0,0,0.354576868,0,0.042147279,0,0
35,Chordata,Actinopteri,Scorpaeniformes,Cottidae,Cottus,rhotheus,Cottus rhotheus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.685452708,0,0.253106204,0,0,0,0,0,0,0,0,0,0,0,0.125545109,0,0.366734654,0,0,0,0,0,0,0,0,0,0,0.531654908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524543924,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417564509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62518639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15320783,0,0,0.177666832,0,0,0,0,0,0,0,0,0,0,0,0,0.471473406,0,0.471656627,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216674747,0,0.470316617
36,Chordata,Actinopteri,Scorpaeniformes,Cottidae,Cottus,ricei,Cottus ricei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377871727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071740062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179843631,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054315439,0,0,0,0,0,0,0,0,0,0,0,0,0.049992764,0,0,0,0.114323392,0,0,0,0,0,0,0,0.083793947,0,0,0,0.058460889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055089081,0,0,0,0,0,0,0,0,0,0,0,0,0.057906065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178564169,0,0.14857697,0,0
37,Chordata,Actinopteri,Scorpaeniformes,Cottidae,Cottus,szanaga,Cottus szanaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010189646,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.006993649,0,0,0.178007848,0,0,0,0.03491368,0,0,0,0.014969597,0,0,0,0,0,0,0,0,0,0,0,0.145231608,0,0,0,0,0,0,0,0,0,0,0,0.016557294,0,0,0,0,0,0,0,0.011805879,0.959215091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069940368,0,0,0,0,0,0.026287934,0,0,0,0.041618226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046599871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052351907,0,0,0,0,0.003122977,0.33934635,0.029216285,0.306380533,0,0,0,0,0,0,0,0,0,0,0.010848033,0,0,0,0,0,0,0,0.005089544,0,0,0.016352536,0,0,0,0,0.492697356,0,0,0,0,0,0,0,0,0.114185525,0,0
38,Chordata,Actinopteri,Scorpaeniformes,Cottidae,Cottus,volki,Cottus volki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016249371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020544009,0.02273096,0,0.024900106,0,0,0,0,0,0,0,0,0,0,0.020627236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03718627,0,0,0,0,0,0.129699841,0,0,0,0,0,0,0,0,0.271587164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01890086,0,0,0,0,0,0,0,0,0,0.019714985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035806662,0,0,0,0,0,0,0.03622356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015485958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064023063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023538432,0,0.038319587
39,Chordata,Actinopteri,Scorpaeniformes,Cryptacanthodidae,Cryptacanthodes,bergi,Cryptacanthodes bergi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05583242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Chordata,Actinopteri,Scorpaeniformes,Cryptacanthodidae,Cryptacanthodes,giganteus,Cryptacanthodes giganteus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000149503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014984,0,0,0,0,0,0,0,0,0,0,0,0,5.43E-05,0.000128805,0,0,0,0,0,0,0,0.084457826,0,0,0,0,0,1,9.63E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002407927,0,0,0,0,0,0,0.000134834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059150488,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114413,0,0
41,Chordata,Actinopteri,Ovalentaria,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0,0,0,0,0,0,0,0,0,0,0.00012475,0,0,0,0,0,0,0,0.000154973,0,0.012997014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05682733,0,0,0,0.087575309,0,0,0,0,0,0,0,0,0,0,0.169997846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001113449,0.000121407,0,0.537886286,0,0,0.000112071,0,0,0,0,0,0,0.000109814,0,0,0.249608159,0,0,0,0,0,0,0,0.00661852,0,0,0,0,0,0,0,0,0,0,0.000223653,0,0,0,0,0,0,0,3.53E-05,1.57E-05,0.044363236,0,0,0,0.088034772,0,0.294304038,0,0,0,0,0,0,0,1,0,0,0.006014391,0.000159067,0,0,0,0.019745578,0,0,0,0.008902428,0.000479971,0,0,0,0,0,0,0,0,0,0,0,0,0.190875498,0,0.024820345,0,0,0,0,0,0,0,0,0,0,0,0,0.0256691,0.065669323,0.0282823,0,0,0,8.44E-05,0,0,0,0,0,0,0,0,0,0,0,0.073616103,0,7.87E-05,0,9.29E-05,0,0,0,0,0,0.192926692,0,0,0,0,0,0,0,0,0,0.206098407,0,0,0,0,3.52E-05,0,0,0,0,0.344770421,0,0,0,0.000186557,0,0,0,0,0
42,Chordata,Actinopteri,Scorpaeniformes,Psychrolutidae,Dasycottus,setiger,Dasycottus setiger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
