,Project,Survey,Work_Area,Organization,Year,Month,Day,Hakai.ID,Date,Depth,Location.ID,Site_ID,Lat,Long,Season,Feature,Site_ID_Depth_Season,Site_ID_Depth_Date,CTD_depth,Conductivity,Temperature,Pressure,PAR,Fluorometry,Turbidity,Dissolved_O2,Salinity,Depth_feature,Label,Line_Out_Depth
173,NONE,FJORDS_BIODIVERSITY,CALVERT,HAKAI,2023,5,13,FjeDNA175,2023-05-13,100,Rivers,DFO1,51.4593,-127.6055,Spring,100m,DFO1_Spring_100m_2023,DFO1_100m_13.5.2023,99.06680837,33.37223559,7.601445857,100,0.611330957,0.086156948,0.29598781,5.138176335,32.28604859,100m,DFO1_100m_1,100
487,NONE,FJORDS_BIODIVERSITY,CALVERT,HAKAI,2023,8,14,FjeDNA495,2023-08-14,100,Rivers,DFO1,51.4593,-127.6055,Summer,100m,DFO1_Summer_100m_2023,DFO1_100m_14.8.2023,100.115819,33.81433585,7.228572365,101,0.757109014,0.071595111,0.216865563,1.979026156,33.11458797,100m,,100
635,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,23,FjeDNA644,2023-11-23,100,Rivers,DFO1,51.4593,-127.6055,Fall,100m,DFO1_Fall_100m_2023,DFO1_100m_23.11.2023,100.1406165,35.31167277,10.09373704,NA,0.3962012,0.087385438,0.183424233,3.92564643,32.04462641,100m,,
27,NONE,FJORDS_BIODIVERSITY,CALVERT,HAKAI,2023,2,14,FjeDNA003,2023-02-14,10,Rivers,DFO1,51.4593,-127.6055,Winter,10m,DFO1_Winter_10m_2023,DFO1_10m_14.2.2023,9.90426658,31.55937038,7.445812218,10,31.55454646,0.468003799,2.393822065,7.279216766,30.52474975,top_10m,DFO1_10m_1,10
171,NONE,FJORDS_BIODIVERSITY,CALVERT,HAKAI,2023,5,13,FjeDNA173,2023-05-13,10,Rivers,DFO1,51.4593,-127.6055,Spring,10m,DFO1_Spring_10m_2023,DFO1_10m_13.5.2023,9.885628069,31.9177828,7.600895046,10,132.068,0.787561848,0.273282623,5.684483097,30.77091629,top_10m,DFO1_10m_1,10
485,NONE,FJORDS_BIODIVERSITY,CALVERT,HAKAI,2023,8,14,FjeDNA493,2023-08-14,10,Rivers,DFO1,51.4593,-127.6055,Summer,10m,DFO1_Summer_10m_2023,DFO1_10m_14.8.2023,10.93979002,33.68262226,9.269785381,11,75.17984429,0.25112276,0.23946169,4.096099153,31.15049061,top_10m,,10
633,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,23,FjeDNA642,2023-11-23,10,Rivers,DFO1,51.4593,-127.6055,Fall,10m,DFO1_Fall_10m_2023,DFO1_10m_23.11.2023,10.90621278,34.17584708,10.02394875,NA,14.97695125,0.283029553,0.211333226,5.551369432,30.99949852,top_10m,,
32,NONE,FJORDS_BIODIVERSITY,CALVERT,HAKAI,2023,2,14,FjeDNA008,2023-02-14,295.8073,Rivers,DFO1,51.4593,-127.6055,Winter,bottom,DFO1_Winter_bottom_2023,DFO1_bottom_14.2.2023,292.342027,33.82207756,7.072911317,295,-0.445214529,0.073269343,2.463235614,1.764980251,33.18025763,bottom,DFO1_bottom_1,295
176,NONE,FJORDS_BIODIVERSITY,CALVERT,HAKAI,2023,5,13,FjeDNA178,2023-05-13,274.909,Rivers,DFO1,51.4593,-127.6055,Spring,bottom,DFO1_Spring_bottom_2023,DFO1_bottom_13.5.2023,263.4627961,33.91218052,7.212306042,266,0.4761617,0.062253536,0.265943235,2.322821411,33.15819275,bottom,DFO1_bottom_1,300
490,NONE,FJORDS_BIODIVERSITY,CALVERT,HAKAI,2023,8,14,FjeDNA498,2023-08-14,286.1708,Rivers,DFO1,51.4593,-127.6055,Summer,bottom,DFO1_Summer_bottom_2023,DFO1_bottom_14.8.2023,286.2576636,33.9394358,7.00554054,289,0.615684443,0.059411503,0.218870575,1.940348701,33.37610033,bottom,,310
638,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,23,FjeDNA647,2023-11-23,287,Rivers,DFO1,51.4593,-127.6055,Fall,bottom,DFO1_Fall_bottom_2023,DFO1_bottom_23.11.2023,287.2689056,33.98695422,7.092307028,NA,0.57480665,0.064936355,0.300671078,1.740167,33.34366787,bottom,,
25,NONE,FJORDS_BIODIVERSITY,CALVERT,HAKAI,2023,2,14,FjeDNA001,2023-02-14,0,Rivers,DFO1,51.4593,-127.6055,Winter,Surface,DFO1_Winter_Surface_2023,DFO1_Surface_14.2.2023,1.939650358,24.89213347,6.081181786,2,336.5727536,0.379593823,2.553613472,7.775576653,24.45732115,top_10m,DFO1_surface_1,0
169,NONE,FJORDS_BIODIVERSITY,CALVERT,HAKAI,2023,5,13,FjeDNA171,2023-05-13,0,Rivers,DFO1,51.4593,-127.6055,Spring,Surface,DFO1_Spring_Surface_2023,DFO1_Surface_13.5.2023,1.966156472,23.94984245,9.704456889,2,540.2650857,0.732404807,0.51159749,6.306823903,21.21648187,top_10m,DFO1_surface_1,0
483,NONE,FJORDS_BIODIVERSITY,CALVERT,HAKAI,2023,8,14,FjeDNA491,2023-08-14,0,Rivers,DFO1,51.4593,-127.6055,Summer,Surface,DFO1_Summer_Surface_2023,DFO1_Surface_14.8.2023,0.996268916,27.89959043,12.66489806,1,91.9941825,0.657082562,1.279199128,4.445707389,23.09494876,top_10m,,0
631,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,23,FjeDNA640,2023-11-23,0,Rivers,DFO1,51.4593,-127.6055,Fall,Surface,DFO1_Fall_Surface_2023,DFO1_Surface_23.11.2023,1.975937457,27.74582965,9.000298426,NA,288.4193333,0.277247655,0.681856315,5.877527503,25.33836735,top_10m,,
39,NONE,FJORDS_BIODIVERSITY,CALVERT,HAKAI,2023,2,14,FjeDNA015,2023-02-14,100,Rivers,DFO2,51.5208,-127.5583,Winter,100m,DFO2_Winter_100m_2023,DFO2_100m_14.2.2023,99.08116013,32.82088895,7.553566769,100,0.32773698,0.089481839,2.297204864,5.477851329,31.73879588,100m,DFO2_100m_1,100
185,NONE,FJORDS_BIODIVERSITY,CALVERT,HAKAI,2023,5,13,FjeDNA185,2023-05-13,100,Rivers,DFO2,51.5208,-127.5583,Spring,100m,DFO2_Spring_100m_2023,DFO2_100m_13.5.2023,99.06207128,33.30415843,7.48558372,100,0.79177015,0.07994823,0.296121541,4.823976196,32.32055566,100m,DFO2_100m_1,100
23,OCEANOGRAPHY,HISTORICAL,CALVERT,HAKAI,2022,7,2,CMIC726,2022-07-02,100,Rivers,DFO2,51.5208,-127.5583,Summer,100m,DFO2_Summer_100m_2022,DFO2_100m_2.7.2022,99.11927489,33.68177484,7.254694342,100,-0.4326843,0.072809701,1.997307644,2.973674331,32.94611351,100m,DFO2_100_2,100
6,OCEANOGRAPHY,HISTORICAL,CALVERT,HAKAI,2019,7,6,CMIC260,2019-07-06,100,Rivers,DFO2,51.5208,-127.5583,Summer,100m,DFO2_Summer_100m_2019,DFO2_100m_6.7.2019,99.13,34.37586,7.7257,100,-0.073,0.068,1.128,2.4075,33.2466,100m,DFO2_100_3,100
497,NONE,FJORDS_BIODIVERSITY,CALVERT,HAKAI,2023,8,14,FjeDNA505,2023-08-14,100,Rivers,DFO2,51.5208,-127.5583,Summer,100m,DFO2_Summer_100m_2023,DFO2_100m_14.8.2023,100.0418494,33.78741529,7.26254319,101,0.700720657,0.072297611,0.228090647,1.819930224,33.05287682,100m,,100
645,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,23,FjeDNA654,2023-11-23,100,Rivers,DFO2,51.5208,-127.5583,Fall,100m,DFO2_Fall_100m_2023,DFO2_100m_23.11.2023,100.1202571,34.48739398,9.214384833,NA,0.411856917,0.074026514,0.191694321,3.462467003,31.98744632,100m,,
37,NONE,FJORDS_BIODIVERSITY,CALVERT,HAKAI,2023,2,14,FjeDNA013,2023-02-14,10,Rivers,DFO2,51.5208,-127.5583,Winter,10m,DFO2_Winter_10m_2023,DFO2_10m_14.2.2023,9.873351361,31.27511649,7.417150338,10,20.64870606,0.40605219,2.344055274,7.178058934,30.24575807,top_10m,DFO2_10m_1,10
183,NONE,FJORDS_BIODIVERSITY,CALVERT,HAKAI,2023,5,13,FjeDNA183,2023-05-13,10,Rivers,DFO2,51.5208,-127.5583,Spring,10m,DFO2_Spring_10m_2023,DFO2_10m_13.5.2023,9.932582205,31.74291271,7.678188111,10,51.58480167,0.9654617,0.272906033,5.757829196,30.51652859,top_10m,DFO2_10m_1,10
495,NONE,FJORDS_BIODIVERSITY,CALVERT,HAKAI,2023,8,14,FjeDNA503,2023-08-14,10,Rivers,DFO2,51.5208,-127.5583,Summer,10m,DFO2_Summer_10m_2023,DFO2_10m_14.8.2023,10.89934156,32.9170115,8.618574537,11,55.28981833,0.424074279,0.305816336,4.190281069,30.92822066,top_10m,,10
643,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,23,FjeDNA652,2023-11-23,10,Rivers,DFO2,51.5208,-127.5583,Fall,10m,DFO2_Fall_10m_2023,DFO2_10m_23.11.2023,10.93778186,34.11063551,10.10504481,NA,11.24978167,0.24050957,0.207490077,5.4331507,30.8646483,top_10m,,
22,OCEANOGRAPHY,HISTORICAL,CALVERT,HAKAI,2022,7,2,CMIC725,2022-07-02,30,Rivers,DFO2,51.5208,-127.5583,Summer,30m,DFO2_Summer_30m_2022,DFO2_30m_2.7.2022,29.68118608,33.22220459,8.604766673,30,0.44098304,0.289749051,1.971252298,4.907028599,31.25006971,10-deep,DFO2_30_2,30
5,OCEANOGRAPHY,HISTORICAL,CALVERT,HAKAI,2019,7,6,CMIC259,2019-07-06,30,Rivers,DFO2,51.5208,-127.5583,Summer,30m,DFO2_Summer_30m_2019,DFO2_30m_6.7.2019,29.694,33.78534,9.0103,30,1.691,0.5451,1.108,3.9961,31.4759,10-deep,DFO2_30_3,30
4,OCEANOGRAPHY,HISTORICAL,CALVERT,HAKAI,2019,7,6,CMIC258,2019-07-06,5,Rivers,DFO2,51.5208,-127.5583,Summer,5m,DFO2_Summer_5m_2019,DFO2_5m_6.7.2019,4.937,32.87181,9.8637,5,55.684,1.3734,1.347,4.3662,29.826,top_10m,DFO2_5_3,5
21,OCEANOGRAPHY,HISTORICAL,CALVERT,HAKAI,2022,7,2,CMIC724,2022-07-02,5,Rivers,DFO2,51.5208,-127.5583,Summer,5m,DFO2_Summer_5m_2022,DFO2_5m_2.7.2022,4.91262909,30.05821323,10.02746614,5,33.97808072,9.684616985,2.806045168,5.540004513,26.89730253,top_10m,DFO2_5_2,5
42,NONE,FJORDS_BIODIVERSITY,CALVERT,HAKAI,2023,2,14,FjeDNA018,2023-02-14,299.2013,Rivers,DFO2,51.5208,-127.5583,Winter,bottom,DFO2_Winter_bottom_2023,DFO2_bottom_14.2.2023,285.3256254,33.8107673,7.060579716,288,-0.73782312,0.072793359,2.389415917,1.759355932,33.18331564,bottom,DFO2_bottom_1,300
188,NONE,FJORDS_BIODIVERSITY,CALVERT,HAKAI,2023,5,13,FjeDNA188,2023-05-13,276.9658,Rivers,DFO2,51.5208,-127.5583,Spring,bottom,DFO2_Spring_bottom_2023,DFO2_bottom_13.5.2023,265.7752586,33.88972966,7.197429061,268,0.524564782,0.063586818,0.273722287,2.02990814,33.14737538,bottom,DFO2_bottom_1,300
24,OCEANOGRAPHY,HISTORICAL,CALVERT,HAKAI,2022,7,2,CMIC727,2022-07-02,300,Rivers,DFO2,51.5208,-127.5583,Summer,bottom,DFO2_Summer_bottom_2022,DFO2_bottom_2.7.2022,293.2810963,33.74664925,6.997267883,296,-0.2367273,0.079332559,2.10070059,2.625417745,33.17040723,bottom,DFO2_300_2,300
7,OCEANOGRAPHY,HISTORICAL,CALVERT,HAKAI,2019,7,6,CMIC261,2019-07-06,300,Rivers,DFO2,51.5208,-127.5583,Summer,bottom,DFO2_Summer_bottom_2019,DFO2_bottom_6.7.2019,278.431,34.3294,7.444,281,-2.076,0.0666,1.125,2.4886,33.3811,bottom,DFO2_300_3,300
500,NONE,FJORDS_BIODIVERSITY,CALVERT,HAKAI,2023,8,14,FjeDNA508,2023-08-14,272.8436,Rivers,DFO2,51.5208,-127.5583,Summer,bottom,DFO2_Summer_bottom_2023,DFO2_bottom_14.8.2023,272.4425418,33.94243503,7.011946708,275,0.577379963,0.058140707,0.173751281,2.043003067,33.3798201,bottom,,300
648,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,23,FjeDNA657,2023-11-23,292,Rivers,DFO2,51.5208,-127.5583,Fall,bottom,DFO2_Fall_bottom_2023,DFO2_bottom_23.11.2023,292.2821828,33.9915107,7.089798683,NA,0.581776429,0.057084366,0.242085724,1.806703909,33.3486518,bottom,,
35,NONE,FJORDS_BIODIVERSITY,CALVERT,HAKAI,2023,2,14,FjeDNA011,2023-02-14,0,Rivers,DFO2,51.5208,-127.5583,Winter,Surface,DFO2_Winter_Surface_2023,DFO2_Surface_14.2.2023,2.042541067,23.88721614,5.9152857,2,261.2116027,0.439154883,2.665062738,7.894966489,23.49148633,top_10m,DFO2_surface_1,0
179,NONE,FJORDS_BIODIVERSITY,CALVERT,HAKAI,2023,5,13,FjeDNA181,2023-05-13,0,Rivers,DFO2,51.5208,-127.5583,Spring,Surface,DFO2_Spring_Surface_2023,DFO2_Surface_13.5.2023,1.908749133,20.11517936,10.35718706,2,103.29674,1.646169783,0.984579142,7.217147688,17.23752722,top_10m,DFO2_surface_1,0
20,OCEANOGRAPHY,HISTORICAL,CALVERT,HAKAI,2022,7,2,CMIC723,2022-07-02,0,Rivers,DFO2,51.5208,-127.5583,Summer,Surface,DFO2_Summer_Surface_2022,DFO2_Surface_2.7.2022,0.875582538,8.270741072,14.21199959,1,401.468643,1.040221523,7.156452516,7.838240679,5.919477929,top_10m,DFO2_0_2,0
3,OCEANOGRAPHY,HISTORICAL,CALVERT,HAKAI,2019,7,6,CMIC257,2019-07-06,0,Rivers,DFO2,51.5208,-127.5583,Summer,Surface,DFO2_Summer_Surface_2019,DFO2_Surface_6.7.2019,0.983,18.68751,15.4086,1,193.553,1.9203,11.038,5.8659,13.8704,top_10m,DFO2_0_3,0
493,NONE,FJORDS_BIODIVERSITY,CALVERT,HAKAI,2023,8,14,FjeDNA501,2023-08-14,0,Rivers,DFO2,51.5208,-127.5583,Summer,Surface,DFO2_Summer_Surface_2023,DFO2_Surface_14.8.2023,0.994602072,16.44341121,17.00963762,1,1236.445514,0.84066723,2.632611833,5.301911054,11.70277164,top_10m,,0
641,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,23,FjeDNA650,2023-11-23,0,Rivers,DFO2,51.5208,-127.5583,Fall,Surface,DFO2_Fall_Surface_2023,DFO2_Surface_23.11.2023,1.996867531,28.80457179,9.251707426,NA,99.878995,0.393411909,0.630791003,5.820697743,26.21893385,top_10m,,
195,NONE,FJORDS_BIODIVERSITY,CALVERT,HAKAI,2023,5,13,FjeDNA195,2023-05-13,100,Rivers,DFO4,51.6488,-127.4493,Spring,100m,DFO4_Spring_100m_2023,DFO4_100m_13.5.2023,99.10961562,33.15724795,7.346747718,100,0.565458614,0.086770624,0.314336401,4.526462595,32.29145579,100m,DFO4_100m_1,100
507,NONE,FJORDS_BIODIVERSITY,CALVERT,HAKAI,2023,8,14,FjeDNA515,2023-08-14,100,Rivers,DFO4,51.6488,-127.4493,Summer,100m,DFO4_Summer_100m_2023,DFO4_100m_14.8.2023,100.1363231,33.80725046,7.264766619,101,0.965077057,0.077729625,0.229366265,1.653198957,33.07224366,100m,,100
655,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,23,FjeDNA664,2023-11-23,100,Rivers,DFO4,51.6488,-127.4493,Fall,100m,DFO4_Fall_100m_2023,DFO4_100m_23.11.2023,100.069625,34.17948327,8.890719852,NA,0.440412667,0.068781337,0.2033445,3.268857489,31.95964596,100m,,
47,NONE,FJORDS_BIODIVERSITY,CALVERT,HAKAI,2023,2,14,FjeDNA023,2023-02-14,10,Rivers,DFO4,51.6488,-127.4493,Winter,10m,DFO4_Winter_10m_2023,DFO4_10m_14.2.2023,9.911526682,30.83294765,7.13025417,10,33.31311643,0.336317556,2.319729337,6.901460859,30.02118882,top_10m,DFO4_10m_1,10
193,NONE,FJORDS_BIODIVERSITY,CALVERT,HAKAI,2023,5,13,FjeDNA193,2023-05-13,10,Rivers,DFO4,51.6488,-127.4493,Spring,10m,DFO4_Spring_10m_2023,DFO4_10m_13.5.2023,9.963912273,31.80562639,7.676746481,10,39.07661,1.441911633,0.306028728,5.806859885,30.58439183,top_10m,DFO4_10m_1,10
505,NONE,FJORDS_BIODIVERSITY,CALVERT,HAKAI,2023,8,14,FjeDNA513,2023-08-14,10,Rivers,DFO4,51.6488,-127.4493,Summer,10m,DFO4_Summer_10m_2023,DFO4_10m_14.8.2023,10.88289049,32.69080866,8.579936722,11,24.63161333,0.626274935,0.363450362,4.760364995,30.72643801,top_10m,,10
653,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,23,FjeDNA662,2023-11-23,10,Rivers,DFO4,51.6488,-127.4493,Fall,10m,DFO4_Fall_10m_2023,DFO4_10m_23.11.2023,10.93709658,34.60750148,10.39483822,NA,5.3863238,0.185757789,0.192655107,5.162762356,31.11438542,top_10m,,
198,NONE,FJORDS_BIODIVERSITY,CALVERT,HAKAI,2023,5,13,FjeDNA198,2023-05-13,275.7432,Rivers,DFO4,51.6488,-127.4493,Spring,bottom,DFO4_Spring_bottom_2023,DFO4_bottom_13.5.2023,264.6216067,33.85137094,7.163184044,267,0.415790127,0.074649427,0.408457121,1.412786982,33.13887757,bottom,DFO4_bottom_1,300
510,NONE,FJORDS_BIODIVERSITY,CALVERT,HAKAI,2023,8,14,FjeDNA518,2023-08-14,276.9678,Rivers,DFO4,51.6488,-127.4493,Summer,bottom,DFO4_Summer_bottom_2023,DFO4_bottom_14.8.2023,276.3856743,33.96468505,7.032258482,279,0.744456767,0.056822638,0.195875332,2.076951629,33.38258065,bottom,,300
658,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,23,FjeDNA667,2023-11-23,287,Rivers,DFO4,51.6488,-127.4493,Fall,bottom,DFO4_Fall_bottom_2023,DFO4_bottom_23.11.2023,286.4455102,33.99933774,7.102204369,NA,0.540527793,0.061427604,0.438606345,1.741413668,33.34809934,bottom,,
45,NONE,FJORDS_BIODIVERSITY,CALVERT,HAKAI,2023,2,14,FjeDNA021,2023-02-14,0,Rivers,DFO4,51.6488,-127.4493,Winter,Surface,DFO4_Winter_Surface_2023,DFO4_Surface_14.2.2023,1.955538755,11.30171954,4.615703311,2,591.8039864,0.309849461,1.56715734,8.845207912,10.82704421,top_10m,DFO4_surface_1,0
191,NONE,FJORDS_BIODIVERSITY,CALVERT,HAKAI,2023,5,13,FjeDNA191,2023-05-13,0,Rivers,DFO4,51.6488,-127.4493,Spring,Surface,DFO4_Spring_Surface_2023,DFO4_Surface_13.5.2023,1.995180733,10.29431234,9.543337093,2,247.9277667,1.168524317,0.944519233,7.336193934,8.509726151,top_10m,DFO4_surface_1,0
503,NONE,FJORDS_BIODIVERSITY,CALVERT,HAKAI,2023,8,14,FjeDNA511,2023-08-14,0,Rivers,DFO4,51.6488,-127.4493,Summer,Surface,DFO4_Summer_Surface_2023,DFO4_Surface_14.8.2023,0.923739986,11.93170304,16.53735949,1,148.3142455,0.571616423,4.605269606,7.325186928,8.456431605,top_10m,,0
651,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,23,FjeDNA660,2023-11-23,0,Rivers,DFO4,51.6488,-127.4493,Fall,Surface,DFO4_Fall_Surface_2023,DFO4_Surface_23.11.2023,1.906298671,26.79322208,9.262589538,NA,76.663182,0.491887358,1.095638769,5.712552198,24.20420875,top_10m,,
662,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,23,FjeDNA671,2023-11-23,NA,Rivers,field Control -,NA,NA,Fall,NAm,field Control -_Fall_NAm_2023,field Control -_NAm_23.11.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,8,8,FjeDNA441,2023-08-08,NA,Indian,field_blank,NA,NA,Summer,NAm,field_blank_Summer_NAm_2023,field_blank_NAm_8.8.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,NA,NA
661,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,16,FjeDNA670,2023-11-16,NA,Bute,Field_Blank,NA,NA,Fall,NAm,Field_Blank_Fall_NAm_2023,Field_Blank_NAm_16.11.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
791,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,3,21,VeDNA0027,2023-03-21,NA,,FieldBlank,NA,NA,Winter,NA,FieldBlank_Winter_Na_2023,FieldBlank_NA_21.3.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
795,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,5,15,VeDNA0031,2023-05-15,NA,,FieldBlank,NA,NA,Spring,NA,FieldBlank_Spring_Na_2023,FieldBlank_NA_15.5.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
847,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,8,16,VeDNA0106,2023-08-16,NA,,FieldBlank,NA,NA,Summer,NA,FieldBlank_Summer_Na_2023,FieldBlank_NA_16.8.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
864,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,11,20,VeDNA0114,2023-11-20,0,,FieldBlank,NA,NA,Fall,NA,FieldBlank_Fall_0_2023,FieldBlank_NA_20.11.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
868,NONE,URBAN_OCEANS,VANCOUVER,UBC,2023,11,22,VeDNA0129,2023-11-22,NA,,FieldBlank,NA,NA,Fall,NA,FieldBlank_Fall_Na_2023,FieldBlank_NA_22.11.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,8,9,FjeDNA484,2023-08-09,NA,Howe_Sound,HS_field_blank,NA,NA,Summer,NAm,HS_field_blank_Summer_NAm_2023,HS_field_blank_NAm_9.8.2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,2,15,FjeDNA135,2023-02-15,100,Howe_Sound,HS01,49.6146,-123.2376,Winter,100m,HS01_Winter_100m_2023,HS01_100m_15.2.2023,100,32.930618,8.932,100,1.00E-12,1.1721,NA,3.2045,30.632,100m,HS01_100m_1,100
265,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,5,9,FjeDNA265,2023-05-09,100,Howe_Sound,HS01,49.6146,-123.2376,Spring,100m,HS01_Spring_100m_2023,HS01_100m_9.5.2023,100,32.47864,8.4837,100,1.00E-12,1.129,NA,3.7104,30.5506,100m,HS01_100m_1,100
438,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,8,9,FjeDNA446,2023-08-09,100,Howe_Sound,HS01,49.6146,-123.2376,Summer,100m,HS01_Summer_100m_2023,HS01_100m_9.8.2023,100,32.46798,8.4882,100,1.00E-12,0.9934,NA,3.1048,30.5356,100m,,100
365,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,14,FjeDNA366,2023-11-14,100,Howe_Sound,HS01,49.6146,-123.2376,Fall,100m,HS01_Fall_100m_2023,HS01_100m_14.11.2023,100,32.99239,9.0712,100,0,1.0808,NA,2.471,30.576,100m,,
141,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,2,15,FjeDNA133,2023-02-15,10,Howe_Sound,HS01,49.6146,-123.2376,Winter,10m,HS01_Winter_10m_2023,HS01_10m_15.2.2023,10,30.441019,7.5203,10,17.9,2.5111,NA,5.0499,29.2682,top_10m,HS01_10m_1,10
263,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,5,9,FjeDNA263,2023-05-09,10,Howe_Sound,HS01,49.6146,-123.2376,Spring,10m,HS01_Spring_10m_2023,HS01_10m_9.5.2023,10,30.316237,8.8023,10,8.66,2.0244,NA,7.2865,28.0913,top_10m,HS01_10m_1,10
436,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,8,9,FjeDNA444,2023-08-09,10,Howe_Sound,HS01,49.6146,-123.2376,Summer,10m,HS01_Summer_10m_2023,HS01_10m_9.8.2023,10,32.694283,12.1956,10,3.91E+00,4.6135,NA,4.6308,27.8244,top_10m,,10
363,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,14,FjeDNA364,2023-11-14,10,Howe_Sound,HS01,49.6146,-123.2376,Fall,10m,HS01_Fall_10m_2023,HS01_10m_14.11.2023,10,30.66078,10.1264,10,25.348,1.6349,NA,4.6825,27.4135,top_10m,,
146,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,2,15,FjeDNA138,2023-02-15,275,Howe_Sound,HS01,49.6146,-123.2376,Winter,bottom,HS01_Winter_bottom_2023,HS01_bottom_15.2.2023,274,32.917539,8.8137,274,1.00E-12,1.1179,NA,3.0233,30.6471,bottom,HS01_bottom_1,275
268,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,5,9,FjeDNA268,2023-05-09,270,Howe_Sound,HS01,49.6146,-123.2376,Spring,bottom,HS01_Spring_bottom_2023,HS01_bottom_9.5.2023,273,32.760489,8.6637,273,1.00E-12,1.1575,NA,2.7745,30.6144,bottom,HS01_bottom_1,270
441,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,8,9,FjeDNA449,2023-08-09,270,Howe_Sound,HS01,49.6146,-123.2376,Summer,bottom,HS01_Summer_bottom_2023,HS01_bottom_9.8.2023,270,32.75289,8.6603,270,1.00E-12,1.0175,NA,2.5061,30.6107,bottom,,270
368,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,11,14,FjeDNA369,2023-11-14,275,Howe_Sound,HS01,49.6146,-123.2376,Fall,bottom,HS01_Fall_bottom_2023,HS01_bottom_14.11.2023,275,32.78132,8.6893,275,0,1.1864,NA,1.2516,30.613,bottom,,
139,NONE,FJORDS_BIODIVERSITY,QUADRA,HAKAI,2023,2,15,FjeDNA131,2023-02-15,0,Howe_Sound,HS01,49.6146,-123.2376,Winter,Surface,HS01_Winter_Surface_2023,HS01_Surface_15.2.2023,2,27.969327,6.966,2,93.4,4.1564,NA,5.9674,27.0919,top_10m,HS01_surface_1,0
261,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,5,9,FjeDNA261,2023-05-09,0,Howe_Sound,HS01,49.6146,-123.2376,Spring,Surface,HS01_Spring_Surface_2023,HS01_Surface_9.5.2023,2,21.127953,12.0159,2,161,2.0638,NA,7.8803,17.2813,top_10m,HS01_surface_1,0
434,NONE,FJORDS_BIODIVERSITY,LOWER MAINLAND,HAKAI,2023,8,9,FjeDNA442,2023-08-09,0,Howe_Sound,HS01,49.6146,-123.2376,Summer,Surface,HS01_Summer_Surface_2023,HS01_Surface_9.8.2023,2,25.093384,18.9908,2,1.68E+02,14.8092,NA,7.6177,17.5112,top_10m,,0
