assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
495630,10030,Hexanchus griseus,ANIMALIA,CHORDATA,HEXANCHIFORMES,CHONDRICHTHYES,HEXANCHIDAE,Hexanchus,griseus,,,,"(Bonnaterre, 1788)",Near Threatened,A2bd,3.1,Decreasing,Global
500969,11200,Lamna nasus,ANIMALIA,CHORDATA,LAMNIFORMES,CHONDRICHTHYES,LAMNIDAE,Lamna,nasus,,,,"(Bonnaterre, 1788)",Vulnerable,A2bd,3.1,Decreasing,Global
887942,161403,Somniosus pacificus,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,SOMNIOSIDAE,Somniosus,pacificus,,,,"Bigelow &amp; Schroeder, 1944",Near Threatened,A2bd,3.1,Decreasing,Global
890724,161564,Carcharhinus altimus,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,CARCHARHINIDAE,Carcharhinus,altimus,,,,"(Springer, 1950)",Near Threatened,A2d,3.1,Decreasing,Global
894216,161696,Alopias superciliosus,ANIMALIA,CHORDATA,LAMNIFORMES,CHONDRICHTHYES,ALOPIIDAE,Alopias,superciliosus,,,,"Lowe, 1841",Vulnerable,A2bd,3.1,Decreasing,Global
1077288,16503,Pelochelys bibroni,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,TRIONYCHIDAE,Pelochelys,bibroni,,,,"(Owen, 1853)",Vulnerable,A2d+4d,3.1,Unknown,Global
1157918,166966,Verasper variegatus,ANIMALIA,CHORDATA,PLEURONECTIFORMES,ACTINOPTERYGII,PLEURONECTIDAE,Verasper,variegatus,,,,"(Temminck &amp; Schlegel, 1846)",Vulnerable,A2bcd,3.1,Decreasing,Global
1285017,170161,Cheimerius matsubarai,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SPARIDAE,Cheimerius,matsubarai,,,,"Akazaki, 1962",Vulnerable,B1ab(v)+2ab(v),3.1,Unknown,Global
1288183,170179,Acanthopagrus chinshira,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SPARIDAE,Acanthopagrus,chinshira,,,,"Kume &amp; Yoshino, 2008",Near Threatened,,3.1,Unknown,Global
1292034,170199,Acanthopagrus sivicolus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SPARIDAE,Acanthopagrus,sivicolus,,,,"Akazaki, 1962",Vulnerable,"B2ab(iii,v)",3.1,Decreasing,Global
1306343,17026,Phocarctos hookeri,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,OTARIIDAE,Phocarctos,hookeri,,,,"(Gray, 1844)",Endangered,A4bd,3.1,Decreasing,Global
1505213,177966,Acanthurus chronixis,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,ACANTHURIDAE,Acanthurus,chronixis,,,,"Randall, 1960",Vulnerable,D2,3.1,Unknown,Global
1736282,183314,Poeciliopsis latidens,ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,POECILIIDAE,Poeciliopsis,latidens,,,,"(Garman, 1895)",Near Threatened,B1b(iii)+2b(iii),3.1,Unknown,Global
1857376,188319,Neopomacentrus aquadulcis,ANIMALIA,CHORDATA,NOT ASSIGNED,ACTINOPTERYGII,POMACENTRIDAE,Neopomacentrus,aquadulcis,,,,"Jenkins &amp; Allen, 2002",Endangered,"B2ab(ii,iii)",3.1,Decreasing,Global
1863321,188356,Chrysiptera niger,ANIMALIA,CHORDATA,NOT ASSIGNED,ACTINOPTERYGII,POMACENTRIDAE,Chrysiptera,niger,,,,"(Allen, 1975)",Endangered,B1ab(iii),3.1,Decreasing,Global
1865331,188370,Cheiloprion labiatus,ANIMALIA,CHORDATA,NOT ASSIGNED,ACTINOPTERYGII,POMACENTRIDAE,Cheiloprion,labiatus,,,,"(Day, 1877)",Vulnerable,A2c,3.1,Decreasing,Global
1867359,188386,Pomacentrus lepidogenys,ANIMALIA,CHORDATA,NOT ASSIGNED,ACTINOPTERYGII,POMACENTRIDAE,Pomacentrus,lepidogenys,,,,"Fowler &amp; Bean, 1928",Near Threatened,A2c,3.1,Decreasing,Global
1868736,188397,Altrichthys curatus,ANIMALIA,CHORDATA,NOT ASSIGNED,ACTINOPTERYGII,POMACENTRIDAE,Altrichthys,curatus,,,,"Allen, 1999",Vulnerable,"B2ab(iii,v)",3.1,Decreasing,Global
1870440,188406,Chrysiptera hemicyanea,ANIMALIA,CHORDATA,NOT ASSIGNED,ACTINOPTERYGII,POMACENTRIDAE,Chrysiptera,hemicyanea,,,,"(Weber, 1913)",Vulnerable,A2c,3.1,Decreasing,Global
1880318,188472,Altrichthys azurelineatus,ANIMALIA,CHORDATA,NOT ASSIGNED,ACTINOPTERYGII,POMACENTRIDAE,Altrichthys,azurelineatus,,,,"(Fowler &amp; Bean, 1928)",Vulnerable,"B2ab(iii,v)",3.1,Decreasing,Global
1884312,188498,Amphiprion mccullochi,ANIMALIA,CHORDATA,NOT ASSIGNED,ACTINOPTERYGII,POMACENTRIDAE,Amphiprion,mccullochi,,,,"Whitley, 1929",Vulnerable,B1ab(iii),3.1,Decreasing,Global
1888295,188528,Amblyglyphidodon batunai,ANIMALIA,CHORDATA,NOT ASSIGNED,ACTINOPTERYGII,POMACENTRIDAE,Amblyglyphidodon,batunai,,,,"Allen, 1995",Vulnerable,A2bc,3.1,Decreasing,Global
1890998,188546,Amblyglyphidodon ternatensis,ANIMALIA,CHORDATA,NOT ASSIGNED,ACTINOPTERYGII,POMACENTRIDAE,Amblyglyphidodon,ternatensis,,,,"(Bleeker, 1853)",Vulnerable,A2bc,3.1,Decreasing,Global
1893824,188565,Plectroglyphidodon dickii,ANIMALIA,CHORDATA,NOT ASSIGNED,ACTINOPTERYGII,POMACENTRIDAE,Plectroglyphidodon,dickii,,,,"(Liénard, 1839)",Near Threatened,A2c,3.1,Decreasing,Global
1935825,189747,Enneapterygius leucopunctatus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,TRIPTERYGIIDAE,Enneapterygius,leucopunctatus,,,,"Shen, 1994",Near Threatened,,3.1,Unknown,Global
2188830,193050,Gobiodon brochus,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Gobiodon,brochus,,,,"Harold &amp; Winterbottom, 1999",Near Threatened,A2c,3.1,Unknown,Global
2194475,193095,Sicyopterus eudentatus,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Sicyopterus,eudentatus,,,,"Parenti &amp; Maciolek, 1993",Endangered,"B1ab(ii,iii,iv)",3.1,Decreasing,Global
2200875,193147,Gobiodon acicularis,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Gobiodon,acicularis,,,,"Harold &amp; Winterbottom, 1995",Near Threatened,A2c,3.1,Unknown,Global
2209139,193208,Pascua sticta,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Pascua,sticta,,,,"(Hoese &amp; Larson, 2005)",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
2211025,193222,Gobiodon axillaris,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Gobiodon,axillaris,,,,"De Vis, 1884",Vulnerable,A4c,3.1,Unknown,Global
2215219,193257,Bryaninops natans,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Bryaninops,natans,,,,"Larson, 1985",Near Threatened,A2c,3.1,Unknown,Global
2245386,193598,Takifugu vermicularis,ANIMALIA,CHORDATA,TETRAODONTIFORMES,ACTINOPTERYGII,TETRAODONTIDAE,Takifugu,vermicularis,,,,"(Temminck &amp; Schlegel, 1850)",Near Threatened,,3.1,Decreasing,Global
2246312,193605,Takifugu chinensis,ANIMALIA,CHORDATA,TETRAODONTIFORMES,ACTINOPTERYGII,TETRAODONTIDAE,Takifugu,chinensis,,,,"(Abe, 1949)",Critically Endangered,A2bd,3.1,Decreasing,Global
2247747,193612,Takifugu rubripes,ANIMALIA,CHORDATA,TETRAODONTIFORMES,ACTINOPTERYGII,TETRAODONTIDAE,Takifugu,rubripes,,,,"(Temminck &amp; Schlegel, 1850)",Near Threatened,,3.1,Decreasing,Global
2254725,193654,Takifugu plagiocellatus,ANIMALIA,CHORDATA,TETRAODONTIFORMES,ACTINOPTERYGII,TETRAODONTIDAE,Takifugu,plagiocellatus,,,,"Li, 2002",Endangered,B2ab(iii),3.1,Unknown,Global
2256783,193666,Takifugu flavidus,ANIMALIA,CHORDATA,TETRAODONTIFORMES,ACTINOPTERYGII,TETRAODONTIDAE,Takifugu,flavidus,,,,"(Li, Wang &amp; Wang, 1975)",Near Threatened,,3.1,Decreasing,Global
2263506,193706,Canthigaster marquesensis,ANIMALIA,CHORDATA,TETRAODONTIFORMES,ACTINOPTERYGII,TETRAODONTIDAE,Canthigaster,marquesensis,,,,"Allen &amp; Randall, 1977",Vulnerable,B1ab(iii)+2ab(iii),3.1,Unknown,Global
2271548,193751,Canthigaster cyanetron,ANIMALIA,CHORDATA,TETRAODONTIFORMES,ACTINOPTERYGII,TETRAODONTIDAE,Canthigaster,cyanetron,,,,"Randall &amp; Cea Egaña, 1989",Endangered,B2ab(iii),3.1,Unknown,Global
2310398,194299,Albula glossodonta,ANIMALIA,CHORDATA,ALBULIFORMES,ACTINOPTERYGII,ALBULIDAE,Albula,glossodonta,,,,"(Forsskål, 1775)",Vulnerable,A2bcd,3.1,Decreasing,Global
2365291,19488,Rhincodon typus,ANIMALIA,CHORDATA,ORECTOLOBIFORMES,CHONDRICHTHYES,RHINCODONTIDAE,Rhincodon,typus,,,,"Smith, 1828",Endangered,A2bd+4bd,3.1,Decreasing,Global
2382420,195475,Rhynchobatus palpebratus,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,RHINIDAE,Rhynchobatus,palpebratus,,,,"Compagno &amp; Last, 2008",Near Threatened,A2bd,3.1,Decreasing,Global
2447449,196340,Parioglossus galzini,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,MICRODESMIDAE,Parioglossus,galzini,,,,"Williams &amp; Lecchini, 2004",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
2482164,197321,Gobiomorphus hubbsi,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,ELEOTRIDAE,Gobiomorphus,hubbsi,,,,"(Stokell, 1959)",Vulnerable,A4bc,3.1,Decreasing,Global
2482207,197322,Gobiomorphus huttoni,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,ELEOTRIDAE,Gobiomorphus,huttoni,,,,"(Ogilby, 1894)",Near Threatened,,3.1,Decreasing,Global
2482366,197330,Cheimarrichthys fosteri,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CHEIMARRICHTHYIDAE,Cheimarrichthys,fosteri,,,,"Haast, 1874",Vulnerable,A2bc,3.1,Decreasing,Global
2561032,199118,Diastobranchus capensis,ANIMALIA,CHORDATA,ANGUILLIFORMES,ACTINOPTERYGII,SYNAPHOBRANCHIDAE,Diastobranchus,capensis,,,,"Barnard, 1923",Vulnerable,A2bd,3.1,Decreasing,Global
2780880,22003,Totoaba macdonaldi,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SCIAENIDAE,Totoaba,macdonaldi,,,,"(Gilbert, 1890)",Vulnerable,A4bd,3.1,Decreasing,Global
2867119,3764,Canthigaster rapaensis,ANIMALIA,CHORDATA,TETRAODONTIFORMES,ACTINOPTERYGII,TETRAODONTIDAE,Canthigaster,rapaensis,,,,"Allen &amp; Randall, 1977",Endangered,B2ab(iii),3.1,Unknown,Global
2870736,3851,Carcharhinus limbatus,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,CARCHARHINIDAE,Carcharhinus,limbatus,,,,"(Valenciennes in Müller &amp; Henle, 1839)",Vulnerable,A2bd,3.1,Decreasing,Global
2872747,3852,Carcharhinus obscurus,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,CARCHARHINIDAE,Carcharhinus,obscurus,,,,"(Lesueur, 1818)",Endangered,A2bd,3.1,Decreasing,Global
2874370,3853,Carcharhinus plumbeus,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,CARCHARHINIDAE,Carcharhinus,plumbeus,,,,"(Nardo, 1827)",Endangered,A2bd,3.1,Decreasing,Global
2876505,3854,Carcharias taurus,ANIMALIA,CHORDATA,LAMNIFORMES,CHONDRICHTHYES,ODONTASPIDIDAE,Carcharias,taurus,,,,"Rafinesque, 1810",Critically Endangered,A2bd,3.1,Decreasing,Global
2903170,39341,Isurus oxyrinchus,ANIMALIA,CHORDATA,LAMNIFORMES,CHONDRICHTHYES,LAMNIDAE,Isurus,oxyrinchus,,,,"Rafinesque, 1810",Endangered,A2bd,3.1,Decreasing,Global
2907336,39352,Galeorhinus galeus,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,TRIAKIDAE,Galeorhinus,galeus,,,,"(Linnaeus, 1758)",Critically Endangered,A2bd,3.1,Decreasing,Global
2908817,39368,Carcharhinus brevipinna,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,CARCHARHINIDAE,Carcharhinus,brevipinna,,,,"(Müller &amp; Henle, 1839)",Vulnerable,A2bd,3.1,Decreasing,Global
2910670,39372,Carcharhinus leucas,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,CARCHARHINIDAE,Carcharhinus,leucas,,,,"(Valenciennes in Müller &amp; Henle, 1839)",Vulnerable,A2bcd,3.1,Decreasing,Global
2911619,39374,Carcharhinus longimanus,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,CARCHARHINIDAE,Carcharhinus,longimanus,,,,"(Poey, 1861)",Critically Endangered,A2bd,3.1,Decreasing,Global
2913541,39378,Galeocerdo cuvier,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,CARCHARHINIDAE,Galeocerdo,cuvier,,,,"(Péron &amp; Lesueur, 1822)",Near Threatened,A2bd+3d,3.1,Decreasing,Global
2915472,39380,Negaprion brevirostris,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,CARCHARHINIDAE,Negaprion,brevirostris,,,,"(Poey, 1868)",Vulnerable,A2bcd,3.1,Decreasing,Global
2915850,39381,Prionace glauca,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,CARCHARHINIDAE,Prionace,glauca,,,,"(Linnaeus, 1758)",Near Threatened,A2bd,3.1,Decreasing,Global
2918526,39385,Sphyrna lewini,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,SPHYRNIDAE,Sphyrna,lewini,,,,"(Griffith &amp; Smith, 1834)",Critically Endangered,A2bd,3.1,Decreasing,Global
2920499,39386,Sphyrna mokarran,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,SPHYRNIDAE,Sphyrna,mokarran,,,,"(Rüppell, 1837)",Critically Endangered,A2bd,3.1,Decreasing,Global
2921825,39388,Sphyrna zygaena,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,SPHYRNIDAE,Sphyrna,zygaena,,,,"(Linnaeus, 1758)",Vulnerable,A2bd,3.1,Decreasing,Global
2954522,41741,Carcharhinus brachyurus,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,CARCHARHINIDAE,Carcharhinus,brachyurus,,,,"(Günther, 1870)",Vulnerable,A2bd,3.1,Decreasing,Global
2956075,41801,Echinorhinus brucus,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,ECHINORHINIDAE,Echinorhinus,brucus,,,,"(Bonnaterre, 1788)",Endangered,A2bd,3.1,Decreasing,Global
2956343,41823,Heptranchias perlo,ANIMALIA,CHORDATA,HEXANCHIFORMES,CHONDRICHTHYES,HEXANCHIDAE,Heptranchias,perlo,,,,"(Bonnaterre, 1788)",Near Threatened,A2bd,3.1,Decreasing,Global
2957982,152781967,Squalus mitsukurii,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,SQUALIDAE,Squalus,mitsukurii,,,,"Jordan &amp; Snyder, 1903",Endangered,A2d,3.1,Decreasing,Global
2997866,44597,Sympterygia bonapartii,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,ARHYNCHOBATIDAE,Sympterygia,bonapartii,,,,"Müller &amp; Henle, 1841",Near Threatened,A2bd,3.1,Decreasing,Global
3091753,60201,Sphyrna media,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,SPHYRNIDAE,Sphyrna,media,,,,"Springer, 1940",Critically Endangered,A2bcd,3.1,Decreasing,Global
3095898,60225,Isurus paucus,ANIMALIA,CHORDATA,LAMNIFORMES,CHONDRICHTHYES,LAMNIDAE,Isurus,paucus,,,,"Guitart, 1966",Endangered,A2d,3.1,Decreasing,Global
3111662,6229,Dalatias licha,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,DALATIIDAE,Dalatias,licha,,,,"(Bonnaterre, 1788)",Vulnerable,A2bd+3d,3.1,Decreasing,Global
3117894,63107,Callorhinchus callorynchus,ANIMALIA,CHORDATA,CHIMAERIFORMES,CHONDRICHTHYES,CALLORHINCHIDAE,Callorhinchus,callorynchus,,,,"(Linnaeus, 1758)",Vulnerable,A2d,3.1,Decreasing,Global
3119790,63116,Dipturus trachydermus,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,RAJIDAE,Dipturus,trachydermus,,,,"(Krefft &amp; Stehmann, 1975)",Endangered,A2bd,3.1,Decreasing,Global
3121878,63144,Bathyraja multispinis,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,ARHYNCHOBATIDAE,Bathyraja,multispinis,,,,"(Norman, 1937)",Near Threatened,A2bd,3.1,Decreasing,Global
3147213,8813,Galaxias postvectis,ANIMALIA,CHORDATA,OSMERIFORMES,ACTINOPTERYGII,GALAXIIDAE,Galaxias,postvectis,,,,"Clarke, 1899",Endangered,"A2bc; B2ab(iii,v)",3.1,Decreasing,Global
3147272,8817,Galaxias argenteus,ANIMALIA,CHORDATA,OSMERIFORMES,ACTINOPTERYGII,GALAXIIDAE,Galaxias,argenteus,,,,"(Gmelin, 1789)",Vulnerable,A4ac,3.1,Decreasing,Global
3273817,11369,Laticauda crockeri,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ELAPIDAE,Laticauda,crockeri,,,,"Slevin, 1934",Vulnerable,D2,3.1,Unknown,Global
3292503,11534,Lepidochelys olivacea,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,CHELONIIDAE,Lepidochelys,olivacea,,,,"(Eschscholtz, 1829)",Vulnerable,A2bd,3.1,Decreasing,Global
4594926,154639,Gobiesox canidens,ANIMALIA,CHORDATA,GOBIESOCIFORMES,ACTINOPTERYGII,GOBIESOCIDAE,Gobiesox,canidens,,,,"(Briggs, 1951)",Vulnerable,D2,3.1,Unknown,Global
4610380,154700,Enneapterygius namarrgon,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,TRIPTERYGIIDAE,Enneapterygius,namarrgon,,,,"Fricke, 1997",Endangered,B1ab(iii),3.1,Unknown,Global
4622426,154738,Callionymus comptus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CALLIONYMIDAE,Callionymus,comptus,,,,"Randall, 1999",Vulnerable,B1ab(iii),3.1,Unknown,Global
4628251,154763,Axoclinus multicinctus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,TRIPTERYGIIDAE,Axoclinus,multicinctus,,,,"Allen &amp; Robertson, 1992",Vulnerable,D2,3.1,Unknown,Global
4632618,154783,Artedielloides auriculatus,ANIMALIA,CHORDATA,SCORPAENIFORMES,ACTINOPTERYGII,COTTIDAE,Artedielloides,auriculatus,,,,"Soldatov, 1922",Near Threatened,,3.1,Unknown,Global
4676936,154957,Hypsoblennius striatus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,BLENNIIDAE,Hypsoblennius,striatus,,,,"(Steindachner, 1876)",Near Threatened,,3.1,Unknown,Global
4683552,154986,Paraclinus magdalenae,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LABRISOMIDAE,Paraclinus,magdalenae,,,,"Rosenblatt &amp; Parr, 1969",Endangered,B1ab(iii),3.1,Stable,Global
6083175,165658,Prognathodes carlhubbsi,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CHAETODONTIDAE,Prognathodes,carlhubbsi,,,,"Nalbant, 1995",Near Threatened,,3.1,Stable,Global
6098323,165712,Chaetodon trifascialis,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CHAETODONTIDAE,Chaetodon,trifascialis,,,,"Quoy &amp; Gaimard, 1825",Near Threatened,,3.1,Decreasing,Global
6100594,165717,Chaetodon rainfordi,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CHAETODONTIDAE,Chaetodon,rainfordi,,,,"McCulloch, 1923",Near Threatened,,3.1,Decreasing,Global
6141860,165823,Centropyge nahackyi,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,POMACANTHIDAE,Centropyge,nahackyi,,,,"Kosaki, 1989",Near Threatened,,3.1,Stable,Global
6144988,165836,Holacanthus limbaughi,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,POMACANTHIDAE,Holacanthus,limbaughi,,,,"Baldwin, 1963",Near Threatened,,3.1,Stable,Global
6151012,165861,Holacanthus clarionensis,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,POMACANTHIDAE,Holacanthus,clarionensis,,,,"Gilbert, 1890",Vulnerable,D2,3.1,Stable,Global
6614160,169376,Poeciliopsis elongata,ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,POECILIIDAE,Poeciliopsis,elongata,,,,(Günther 1866),Near Threatened,,3.1,Unknown,Global
6666175,169676,Chaetodontoplus vanderloosi,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,POMACANTHIDAE,Chaetodontoplus,vanderloosi,,,,"Allen &amp; Steene, 2004",Endangered,B1ab(v)+2ab(v),3.1,Decreasing,Global
7182421,17604,Plectranthias chungchowensis,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,ANTHIADIDAE,Plectranthias,chungchowensis,,,,"Shen &amp; Lin, 1984",Vulnerable,D2,2.3,,Global
7288420,176712,Hydrophis pacificus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ELAPIDAE,Hydrophis,pacificus,,,,"Boulenger, 1896",Near Threatened,,3.1,Decreasing,Global
7290432,176721,Laticauda semifasciata,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ELAPIDAE,Laticauda,semifasciata,,,,"(Reinwardt in Schlegel, 1837)",Near Threatened,,3.1,Unknown,Global
7293312,176736,Laticauda frontalis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ELAPIDAE,Laticauda,frontalis,,,,"(De Vis, 1905)",Near Threatened,,3.1,Unknown,Global
7294503,176739,Laticauda guineai,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ELAPIDAE,Laticauda,guineai,,,,"Heatwole, Busack &amp; Cogger, 2005",Near Threatened,,3.1,Unknown,Global
7294814,176740,Laticauda schistorhynchus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ELAPIDAE,Laticauda,schistorhynchus,,,,"(Günther, 1874)",Vulnerable,B1ab(iii); D2,3.1,Unknown,Global
7299535,176763,Aipysurus fuscus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ELAPIDAE,Aipysurus,fuscus,,,,"(Tschudi, 1837)",Endangered,"A2ac; B2ab(iii,v)",3.1,Decreasing,Global
7644580,180123,Ecsenius kurti,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,BLENNIIDAE,Ecsenius,kurti,,,,"Springer, 1988",Vulnerable,D2,3.1,Unknown,Global
7645307,180133,Paradiancistrus cuyoensis,ANIMALIA,CHORDATA,OPHIDIIFORMES,ACTINOPTERYGII,DINEMATICHTHYIDAE,Paradiancistrus,cuyoensis,,,,"Schwarzhans, Møller &amp; Nielsen, 2005",Vulnerable,D2,3.1,Unknown,Global
7645929,180142,Zebrias lucapensis,ANIMALIA,CHORDATA,PLEURONECTIFORMES,ACTINOPTERYGII,SOLEIDAE,Zebrias,lucapensis,,,,"Seigel &amp; Adamson, 1985",Vulnerable,D,3.1,Unknown,Global
7668262,181328,Pangasius krempfi,ANIMALIA,CHORDATA,SILURIFORMES,ACTINOPTERYGII,PANGASIIDAE,Pangasius,krempfi,,,,"Fang &amp; Chaux, 1949",Vulnerable,A2d,3.1,Decreasing,Global
8083258,183265,Tomicodon vermiculatus,ANIMALIA,CHORDATA,GOBIESOCIFORMES,ACTINOPTERYGII,GOBIESOCIDAE,Tomicodon,vermiculatus,,,,"Briggs, 1955",Vulnerable,D2,3.1,Unknown,Global
8083578,183267,Leuresthes sardina,ANIMALIA,CHORDATA,ATHERINIFORMES,ACTINOPTERYGII,ATHERINOPSIDAE,Leuresthes,sardina,,,,"(Jenkins &amp; Evermann, 1889)",Near Threatened,,3.1,Decreasing,Global
8086729,183284,Daector schmitti,ANIMALIA,CHORDATA,BATRACHOIDIFORMES,ACTINOPTERYGII,BATRACHOIDIDAE,Daector,schmitti,,,,"Collette, 1968",Vulnerable,B2ab(iii); D2,3.1,Unknown,Global
8099025,183357,Colpichthys regis,ANIMALIA,CHORDATA,ATHERINIFORMES,ACTINOPTERYGII,ATHERINOPSIDAE,Colpichthys,regis,,,," (Jenkins &amp; Evermann, 1889)",Near Threatened,,3.1,Unknown,Global
8099346,183359,Tomicodon absitus,ANIMALIA,CHORDATA,GOBIESOCIFORMES,ACTINOPTERYGII,GOBIESOCIDAE,Tomicodon,absitus,,,,"Briggs, 1955",Vulnerable,D2,3.1,Unknown,Global
8101797,183373,Hypsoblennius proteus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,BLENNIIDAE,Hypsoblennius,proteus,,,,"(Krejsa, 1960)",Vulnerable,D2,3.1,Unknown,Global
8105636,183393,Gillellus chathamensis,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,DACTYLOSCOPIDAE,Gillellus,chathamensis,,,,"Dawson, 1977",Vulnerable,D2,3.1,Unknown,Global
8110954,183422,Prionotus teaguei,ANIMALIA,CHORDATA,SCORPAENIFORMES,ACTINOPTERYGII,TRIGLIDAE,Prionotus,teaguei,,,,"Briggs, 1956",Vulnerable,"B1ab(iii,v)",3.1,Unknown,Global
8111778,183427,Lepidonectes bimaculatus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,TRIPTERYGIIDAE,Lepidonectes,bimaculatus,,,,"Allen &amp; Robertson, 1992",Vulnerable,D2,3.1,Unknown,Global
8112889,183433,Halichoeres salmofasciatus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LABRIDAE,Halichoeres,salmofasciatus,,,,"Allen &amp; Robertson, 2002",Vulnerable,D2,3.1,Unknown,Global
