Element Code,Scientific Name,English Name,Biogeoclimatic Units,Provincial,BC List,Global,COSEWIC,SARA,Provincial FRPA,Land Use Objectives,CDC Mapped Locations - Public,CDC Mapped Locations - Confidential
NBHEP2A010,Nardia breidleri,,,S2 (2021),Red,G4G5 (1991),,,,,,
NBHEP2A020,Nardia compressa,,,S3 (2021),Blue,G4G5 (1991),,,,,,
NBHEP2A030,Nardia geoscyphus,,,S3 (2021),Blue,G5 (1991),,,,,,
PDPLM0C170,Navarretia intertexta,needle-leaved navarretia,CDFmm; CWHxm; ICHmk; IDFxh,S3 (2019),Blue,G5 (2022),,,,,,
PDPLM0C0C2,Navarretia propinqua,near navarretia,CDFmm; IDFdm; IDFxh,S2S3 (2019),Blue,G5 (1993),,,,,Y,
IISIP40040,Nearctopsylla hyrtaci,A Flea,,S3S4 (2020),Blue,GNR,,,,,,
IISIP40050,Nearctopsylla jordani,A Flea,,S2S4 (2020),Blue,GNR,,,,,,
NFRUS1G010,Neoalbatrellus subcaeruleoporus,,,S3 (2021),Blue,G3 (2019),,,,,,
NFBOL03080,Neoboletus erythropus,,,S2S4 (2021),Blue,GNR,,,,,,
IILER5Z410,Neodactria luteolellus,Mottled Grass-veneer Moth,,S3S5 (2020),Blue,GNR,,,,,,
NLLEC6N010,Neofuscelia loxodes,blistered toad,BGxh; BGxw; PPxh,S3 (2019),Blue,G3G5 (2000),,,,,,
NLT0019490,Neofuscelia subhosseana,erupting toad,BGxh; BGxw; PPxh,S2S3 (2010),Blue,G4G5 (2001),,,,,,
AMAJF02034,Neogale frenata altifrontalis,"Long-tailed weasel, altifrontalis subspecies",CDF; CWH; MH,SH (2024),Red,G5TNR,,,,,,
PDONA03010,Neoholmgrenia andina,Andean evening-primrose,BGxh,S1 (2019),Red,G4 (1986),,,,,Y,
NFFUNNELE1,Neolentinus lepideus,,,S3 (2021),Blue,GNR,,,,,,
NBHEP0E020,Neoorthocaulis attenuatus,,,S2S3 (2021),Blue,G5 (2017),,,,,,
IISIP41010,Neopsylla inopina,A Flea,,S3 (2020),Blue,GNR,,,,,,
AMAFB02022,Neotamias minimus oreocetes,"Least Chipmunk, oreocetes subspecies",ESSF; IMA,S3 (2020),Blue,G5T3 (2016),,,,,,
AMAFB02023,Neotamias minimus selkirki,"Least Chipmunk, selkirki subspecies",ESSF; IMA,S2 (2024),Red,G5T1 (2016),,,,,Y,
AMAFB02131,Neotamias ruficaudus ruficaudus,"Red-tailed Chipmunk, ruficaudus subspecies",ESSF,S2 (2021),Red,G4G5T4 (2016),,,,,Y,
AMAFB02132,Neotamias ruficaudus simulans,"Red-tailed Chipmunk, simulans subspecies",ICH,S3 (2021),Blue,G4G5T4 (2016),,,,,Y,
NFPEZ0R020,Neournula nordmanensis,,,S2S3 (2021),Blue,GNR,,,,,,
NFPEZ0R010,Neournula pouchetii,,,S2S3 (2021),Blue,GNR,,,,,,
NLLEC1C041,Nephroma helveticum ssp. helveticum,bear paw,,S3 (2010),Blue,G5T4T5 (2013),,,,,,
NLT0019540,Nephroma isidiosum,pebbled paw,BAFAun; BGxh; CWHwm; ESSFwc; ESSFwcp; ESSFwv; ESSFwvp; ICHmc; ICHmw; ICHvk; ICHwk; IDFdk; MHmm; MSdm; SBSdh; SBSdw; SBSwk,S3 (2010),Blue,G3G5 (2006),,,,,,
NLLEC1C050,Nephroma occultum,cryptic paw,BAFAun; CWHds; CWHvm; CWHxm; ESSFwcp; ESSFwvp; ICHmc; ICHvk; ICHwk; MHmm; SBSvk,S3 (2019),Blue,G4 (2025),T,1-SC (2007),,,Y,
NLTES36600,Niebla cephalota,northern seafog,,S2 (2018),Red,G4 (2017),,,,,,
NLT0019700,Nodobryoria subdivergens,alpine readhead,,S2S3 (2010),Blue,G2G3 (2024),,,,,,
IILEY08030,Notodonta pacifica,,,S3S5 (2020),Blue,G3G4 (2007),,,,,,
AFCJB28550,Notropis hudsonius,Spottail Shiner,BWBS,S1S2 (2019),Red,G5 (2015),,,,,Y,
ABNNF07020,Numenius phaeopus,Whimbrel,,"S1B,SNRM (2022)",Red,G5 (2016),,,,,,
PDSCR2P030,Nuttallanthus texanus,Texas toadflax,CDFmm; CWHxm,S3 (2019),Blue,G4G5 (2016),,,,,,
ABNGA11010,Nycticorax nycticorax,Black-crowned Night-Heron,BG; CDF; CWH; ICH; IDF; PP,S1 (2022),Red,G5 (2016),,,,,,
PDNYM050J0,Nymphaea leibergii,small white waterlily,SBSmk,SH (2019),Red,G5 (2016),,,,,Y,
PDNYM050B0,Nymphaea tetragona,pygmy waterlily,CWHvh; SBSmk; SBSwk,S3 (2019),Blue,G5 (2016),,,,,Y,
AMAEA01010,Ochotona collaris,Collared Pika,BAFA; CMA; ESSF; SWB,S3 (2024),Blue,G5 (2016),SC,1-SC,,,Y,
IIODO89010,Octogomphus specularis,Grappletail,CWH,S2S3 (2023),Blue,G4 (2016),SC,,,,Y,
NBHEP0W010,Odontoschisma fluitans,,,S3 (2021),Blue,G5 (2013),,,,,,
NBHEP2D040,Odontoschisma macounii,,,S3 (2021),Blue,G5 (2014),,,,,,
NBMUS50010,Oedipodium griffithianum,,CWH; MH,S3 (2024),Blue,G5 (1994),,,,,,
IILEG2L010,Oegoconia novimundi,Four-spotted Yellowneck Moth,,S3S4 (2020),Blue,GNR,,,,,,
IILEPP1060,Oeneis alberta,Alberta Arctic,BWBS,S2 (2020),Red,G5 (2023),,,,,Y,
IILEPP1082,Oeneis bore edwardsi,"White-veined Arctic, edwardsi subspecies",BWBS; SBS,S3S4 (2023),Blue,G5T4 (2012),,,,,,
IILEPP1095,Oeneis jutta alaskensis,"Jutta Arctic, alaskensis subspecies",BWBS; SBS,S3 (2023),Blue,G5T5 (2016),,,,,,
IILEPP1099,Oeneis jutta chermocki,"Jutta Arctic, chermocki subspecies",BG; ESSF; ICH; IDF; MS; SBS,S3 (2023),Blue,G5T4Q (1999),,,,,,
IILEPP1140,Oeneis philipi,Philip's Arctic,BWBS; SWB,S1S3 (2020),Red,G5? (2020),,,,,Y,
IILEPP1113,Oeneis polixenes yukonensis,"Polixenes Arctic, yukonensis subspecies",BAFA,S1S2 (2021),Red,G5?T5 (1998),,,,,,
IILEPP1050,Oeneis uhleri,Uhler's Arctic,BWBS,S2S3 (2020),Blue,G5 (2023),,,,,Y,
PDONA0C0Y2,Oenothera pallida ssp. pallida,pale evening-primrose,BGxh; CWHds,S2 (2019),Red,G5T4 (1991),,,,,,Y
PDONA08060,Oenothera suffrutescens,scarlet gaura,BGxh; BGxw; IDFdm; IDFun; MSdk; PPxh,S3 (2022),Blue,G5 (2016),,,,,Y,
IILES0K010,Oidaematophorus occidentalis,,,S2S3 (2020),Blue,GNR,,,,,,
IILEM0F470,Olethreutes appendiceum,Serviceberry Leafroller Moth,,S3? (2020),Blue,GNR,,,,,,
IILEM0F740,Olethreutes bipartitana,Divided Olethreutes Moth,,S3S5 (2020),Blue,GNR,,,,,,
ZMYXO12020,Oligonema schweinitzii,a slime mold,,S3 (2023),Blue,GNR,,,,,,
PMIRI0T012,Olsynium douglasii var. inflatum,satinflower,ICHdw; IDFmw; IDFxh,S1? (2017),Red,G4G5T3T4 (2004),,,,,Y,
IICOL0D040,Omus audouini,Audouin's Night-stalking Tiger Beetle,CDF; CWH,S1 (2024),Red,G5 (2008),T,1-T (2018),,,Y,
AFCHA0208A,Oncorhynchus clarkii clarkii,"Cutthroat Trout, clarkii subspecies",BWBS; CDF; CWH; ICH; SBS,S3S4 (2004),Blue,G5T4 (1997),,,,,,
AFCHA02088,Oncorhynchus clarkii lewisi,"Cutthroat Trout, lewisi subspecies",BWBS; ESSF; ICH; IDF; MS; SBS,S2S3 (2018),Blue,G5T4 (2013),SC,1-SC (2010),Y,,,
AFCHA0213M,Oncorhynchus mykiss pop. 46,Steelhead Trout - Thompson River Population,,S1 (2019),Red,G5TNRQ,E,,,,,
AFCHA0213N,Oncorhynchus mykiss pop. 47,Steelhead Trout - Chilcotin River Population,,S1 (2019),Red,G5TNRQ,E,,,,,
NFHYP04020,Ophiocordyceps ravenelii,,,S1S3 (2021),Red,GNR,,,,,,
IIODO12070,Ophiogomphus colubrinus,Boreal Snaketail,,S3S4 (2023),Blue,G5 (2015),,,,,,
IIODO12140,Ophiogomphus occidentis,Sinuous Snaketail,BAFA; BG; CDF; CMA; CWH; ESSF; ICH; IDF; IMA; MH; MS; PP; SBPS,S3 (2023),Blue,G5 (2015),,,,,,
IISIP44030,Opisodasys vesperalis,A Flea,,S3S4 (2020),Blue,GNR,,,,,,
ABPBX11020,Oporornis agilis,Connecticut Warbler,BWBS; CWH,S3B (2024),Blue,G4G5 (2016),,,Y,,Y,
IILED09070,Opostegoides scioterma,a plant-mining moth,,S3S5 (2020),Blue,GNR,,,,,,
IISIP45050,Orchopeas nepos,A Flea,,S3 (2020),Blue,GNR,,,,,,
AMAGE07013,Orcinus orca pop. 2,Killer Whale (Northeast Pacific Offshore Population),,S1 (2021),Red,G4G5TUQ (1998),T,1-T,,,,
AMAGE07014,Orcinus orca pop. 3,Killer Whale (Northeast Pacific Transient Population),,S1 (2021),Red,G4G5T3Q (1998),T,1-T (2003),,,,
AMAGE07018,Orcinus orca pop. 5,Killer Whale (Northeast Pacific Southern Resident Population),,S1 (2021),Red,G4G5T1Q (2005),E,1-E (2003),,,,
AMAGE07019,Orcinus orca pop. 6,Killer Whale (Northeast Pacific Northern Resident Population),,S1 (2020),Red,G4G5T2Q (2006),T,1-T (2003),,,,
AMALE02010,Oreamnos americanus,Mountain Goat,BAFA; BG; BWBS; CDF; CMA; CWH; ESSF; ICH; IDF; IMA; MH; MS; PP; SBPS; SBS; SWB,S3 (2024),Blue,G5 (2016),,,,,,
NBMUS53010,Oreas martiana,,BAFA; ICH,S2S3 (2024),Blue,G5? (1997),,,,,,
PDBOR0A3Q0,Oreocarya glomerata,cock's-comb cryptantha,BGxh; PPxh,S2S3 (2019),Blue,GNR,,,,,Y,
IMGASB5330,Oreohelix subrudis,Subalpine Mountainsnail,ESSF; ICH; IDF; PP,S3 (2015),Blue,G5 (2002),,,,,,
ABPBK04010,Oreoscoptes montanus,Sage Thrasher,BG; CDF; CWH; ICH; IDF; PP,S1B (2022),Red,G4 (2016),E,1-E (2003),Y,,Y,Y
PDSCR1H020,Orthocarpus barbatus,Grand Coulee owl-clover,BGxh; IDFxh; PPxh,S2 (2019),Red,G2G3 (2025),E,1-E (2006),,,Y,
PDSCR1H030,Orthocarpus bracteosus,rosy owl-clover,CDFmm,S1 (2019),Red,G3? (2025),E,1-E (2005),,,Y,
PDSCR1H0E0,Orthocarpus imbricatus,mountain owl-clover,MHmm,S2 (2021),Red,G5 (1990),,,,,,Y
NBMUS55060,Orthothecium strictum,,BAFA; SWB,S3? (2024),Blue,G5? (2000),,,,,,
NBMUS560D0,Orthotrichum hallii,,PP,S2S3 (2024),Blue,G4 (2002),,,,,,
IIDIP61050,Ospriocerus aeacus,,,S3 (2019),Blue,GNR,,,,,,
IMBIVB9020,Ostrea lurida,Olympia Oyster,,S3 (2003),Blue,GNR,SC,1-SC (2003),,,,
AMALE04010,Ovis canadensis,Bighorn Sheep,BAFA; BG; ESSF; ICH; IDF; IMA; MS; PP,S3? (2015),Blue,G4 (2016),,,Y,,,
AMALE04022,Ovis dalli dalli,Dall's Sheep,BAFA; BWBS; CMA; SWB,S3 (2023),Blue,G5T5 (2016),,,,,,
AMALE04023,Ovis dalli stonei,Stone's Sheep,,S3S4 (2017),Blue,G5T4 (2016),,,,,,
PDOXA010M0,Oxalis oregana,redwood sorrel,CWHvh; CWHvm,S3 (2019),Blue,G5 (1990),,,,,Y,
PDAPI1L050,Oxypolis occidentalis,western cowbane,CWHmm; CWHvm; CWHwh,S3 (2019),Blue,G4? (1990),,,,,Y,
NBMUS8L010,Oxystegus recurvifolius,drooping-leaved beard-moss,CWH; MH,S1 (2024),Red,G3? (2011),E,1-E (2023),,,Y,
PDFAB2X04B,Oxytropis campestris var. jordalii,Jordal's locoweed,BAFA; BWBSdk; BWBSvk; CMA; SBSmk,S3? (2018),Blue,G5T4 (1997),,,,,Y,
PDFAB2X0M0,Oxytropis scammaniana,Scamman's locoweed,BWBSmw; SBSun; SWBun; SWBuns,S2S3 (2019),Blue,G4 (2016),,,,,Y,
PDAST8H3S0,Packera ogotorukensis,Ogotoruk Creek butterweed,BAFA; BWBSvk; CMA,SH (2019),Red,G3G5 (2016),,,,,Y,
NLLEC1N110,Pannaria rubiginella,inconsiderable gingerbread,,S3 (2010),Blue,G3G5 (2013),,,,,,
NLLEC1N090,Pannaria rubiginosa,considerable gingerbread,CWHds; CWHvh; CWHwh; CWHxm,S2 (2019),Red,G4G5 (2006),,,,,,
PDPAP0H0G0,Papaver pygmaeum,dwarf poppy,ESSFdk; ESSFdkp; ESSFdkw; IMA,S2? (2022),Red,G3 (2020),,,,,Y,
IILEP94100,Papilio indra,Indra Swallowtail,CWH; ESSF; IDF; IMA; MH; MS,S1 (2020),Red,G4? (2023),,,,,Y,
IILEP94085,Papilio machaon hudsonianus,"Old World Swallowtail, hudsonianus subspecies",ESSF; MS; SBS,S2 (2021),Red,G5T5 (2016),,,,,,
IILEP94081,Papilio machaon pikei,"Old World Swallowtail, pikei subspecies",BWBS,S2? (2021),Red,G5T3 (2000),,,,,Y,
NBANT03030,Paraphymatoceros pearsonii,,,S2 (2018),Red,G2G4 (1999),,,,,,
NLT0020810,Parmotrema crinitum,snuff ruffle,CWHvh; CWHwh,S3 (2010),Blue,G5 (2017),,,,,,
NLT0020800,Parmotrema perlatum,queen ruffle,,S3 (2010),Blue,G3G5 (2000),,,,,,
IILEP90023,Parnassius clodius claudianus,"Clodius Parnassian, claudianus subspecies",CDF; CMA; CWH; MH,S3S4 (2023),Blue,G5TNR,,,,,,
IILEP90024,Parnassius clodius pseudogallatinus,"Clodius Parnassian, pseudogallatinus supspecies",CMA; CWH; ESSF; IDF; IMA; MH; MS,S3S4 (2023),Blue,G5TNR,,,,,,
IILEP90030,Parnassius phoebus,Phoebus Parnassian,BAFA; CWH; MH; SWB,S1S3 (2020),Red,G5 (2020),,,,,,
IILEP90054,Parnassius smintheus olympiannus,"Rocky Mountain Parnassian, olympiannus subspecies",CDF; CMA; CWH; MH,S3 (2021),Blue,G5T4 (2001),,,,,,
IILEP90051,Parnassius smintheus smintheus,"Rocky Mountain Parnassian, smintheus subspecies",BAFA; ESSF; ICH; IMA; MS; SWB,S3 (2021),Blue,G5TNR,,,,,,
PDBRA1Z020,Parrya nudicaulis,northern parrya,BAFA; CMA,SH (2015),Red,G5 (2016),,,,,Y,
ABNPB01080,Patagioenas fasciata,Band-tailed Pigeon,CDF; CWH; ICH; IDF; MS; SBS,S3S4 (2022),Blue,G4 (2016),SC,1-SC (2011),,,,
PDSCR1K0V2,Pedicularis pennellii,Pennell?s lousewort,,S3 (2019),Blue,G4G5T3T4 (2000),,,,,,
AMAJF01024,Pekania pennanti pop. 4,Fisher - Boreal Population,BWBSdk; BWBSmk; BWBSmw; BWBSvk; BWBSwk; SBSun; SBSwk,S3 (2020),Blue,G5TNRQ,,,,,,
AMAJF01025,Pekania pennanti pop. 5,Fisher - Columbian Population,BWBSdk; CWHvm; CWHws; ICHdk; ICHdw; ICHmc; ICHmk; ICHmm; ICHmw; ICHvc; ICHvk; ICHwk; IDFdc; IDFdk; IDFdw; IDFmw; IDFww; MSdc; MSdm; MSdv; MSmw; MSxk; MSxv; SBPSdc; SBPSmc; SBPSmk; SBPSxc; SBSdh; SBSdk; SBSdw; SBSmc; SBSmh; SBSmk; SBSmm; SBSmw; SBSvk; SBSwk,S2 (2020),Red,G5TNRQ,,,,,,
ABNFC01010,Pelecanus erythrorhynchos,American White Pelican,BG; BWBS; CDF; CWH; ICH; IDF; MS; PP; SBPS; SBS,S1B (2022),Red,G4 (2016),NAR,,Y,,Y,
PPADI0H040,Pellaea breweri,Brewer's cliff-brake,CMA,S2S3 (2019),Blue,G5 (1984),,,,,Y,
PPADI0H061,Pellaea glabella ssp. occidentalis,western dwarf cliffbrake,IMAun,S2? (2018),Red,G5T4 (2011),,,,,Y,
NBHEP2H020,Pellia epiphylla,,,S2 (2021),Red,G5T5 (2018),,,,,,
IILEM0R3C0,Pelochrista derelicta,Derelict Eucosma Moth,,S3S4 (2020),Blue,GNR,,,,,,
IILEM0R0U0,Pelochrista morrisoni,Morrison's Borer Moth,,S2S3 (2020),Blue,GNR,,,,,,
NLVER00210,Peltigera castanea,chestnut pelt,,S1 (2019),Red,GNR,,,,,,
NLVER00460,Peltigera gowardii,northwest waterfan,,S2 (2019),Red,G3G4 (2025),SC,1-SC (2018),,,Y,
NLLEC5Z010,Peltula euploca,powder-lined rock-olive,BGxh,S1S3 (2019),Red,G4G5 (2002),,,,,,
IILEK01010,Pennisetia marginatum,Raspberry Crown Borer Moth,,S3? (2020),Blue,GNR,,,,,,
PDSCR1L2P0,Penstemon gormanii,Gorman's penstemon,BWBSdk,S3? (2019),Blue,G4 (2016),,,,,Y,
PDSCR1L2R0,Penstemon gracilis,slender penstemon,BWBSmw,S3 (2019),Blue,G5 (2016),,,,,Y,
PDSCR1L491,Penstemon nitidus var. nitidus,shining penstemon,MSdk,S2? (2019),Red,G5T5 (2016),,,,,Y,
ZMYXO15020,Perichaena corticalis,a slime mold,,S3 (2023),Blue,GNR,,,,,,
IILEU6D130,Perizoma custodiata,,,S3S5 (2020),Blue,GNR,,,,,,
AMAFD01100,Perognathus parvus,Columbia Plateau Pocket Mouse,BG; IDF; PP,S3 (2024),Blue,G5 (2016),,,,,Y,Y
IILER0J010,Petrophila confusalis,Confusing Petrophila Moth,,S3S4 (2020),Blue,GNR,,,,,,
NFPEZ00080,Peziza varia,,,S3 (2021),Blue,GNR,,,,,,
PDHYD0C201,Phacelia heterophylla var. virgata,varied-leaf phacelia,IDFdm; IDFxh; PPdh,S2S3 (2019),Blue,G4G5T4T5 (2004),,,,,Y,
PDHYD0C2T0,Phacelia lyallii,Lyall's phacelia,ESSFdk; IMA,S2 (2019),Red,G3G4 (2016),,,,,Y,
PDHYD0C413,Phacelia ramosissima var. ramosissima,branched phacelia,BGxh; IDFxh; PPxh,S1S2 (2021),Red,G5?TNR,E,1-E (2006),,,Y,
NBANT03040,Phaeoceros oreganus,,,S2 (2018),Red,GNRQ,,,,,,
NFSM000180,Phaeocollybia ammiratii,,,S2 (2021),Red,GNR,,,,,,
NFSM000117,Phaeocollybia attenuata,,,S2S3 (2021),Blue,G3 (2006),,,,,,
NFCOR03010,Phaeocollybia fallax,,,S2 (2021),Red,GNR,,,,,,
NFSM000170,Phaeocollybia kauffmanii,,,S3? (2021),Blue,G3G4 (2017),,,,,,
NFCOR03060,Phaeocollybia oregonensis,,,S1S3 (2021),Red,G2 (2019),,,,,,
NFSM000126,Phaeocollybia piceae,,,S2 (2021),Red,G3 (2019),,,,,,
NFSM000127,Phaeocollybia pseudofestiva,,,S1S2 (2021),Red,G3 (2019),,,,,,
NFSM000210,Phaeocollybia redheadii,,,S2 (2021),Red,GNR,,,,,,
NFHEL2B030,Phaeohelotium umbilicatum,,,S3 (2021),Blue,GNR,,,,,,
NLTES11290,Phaeophyscia adiastola,granulating shadow,ESSFmm,S3 (2019),Blue,G4G5 (2017),,,,,,
NLTES11310,Phaeophyscia ciliata,greater eye shadow,BGxw; BWBSmw; IDFxh; PPxh; SWBmk,S3 (2019),Blue,G4G5 (2000),,,,,,
NLTEL0G010,Phaeophyscia hispidula,whiskered shadow,,S2 (2010),Red,G4G5 (1991),,,,,,
NFFUNTRFO1,Phaeotremella foliacea,,,S2S4 (2021),Blue,GNR,,,,,,
NFTRE08020,Phaeotremella mycophaga,,,S3 (2021),Blue,GNR,,,,,,
ABNNF20020,Phalaropus lobatus,Red-necked Phalarope,BG; BWBS; CDF; CWH; ICH; IDF; MS; PP; SBPS; SBS; SWB,"S3B,SNRM (2023)",Blue,G4G5 (2016),SC,1-SC (2019),,,,
IIODO08310,Phanogomphus graslinellus,Pronghorn Clubtail,BG; IDF; PP,S2S3 (2023),Blue,G5 (2015),,,,,,
NFTHE02010,Phellodon atratus,,,S3 (2021),Blue,GNR,,,,,,
NFTHE02040,Phellodon melaleucus,,,S3 (2021),Blue,GNR,,,,,,
NFFUNPHTO1,Phellodon tomentosus,,,S3 (2021),Blue,GNR,,,,,,
NBMUS5C120,Philonotis marchica,,ICH,S3 (2024),Blue,G5 (2015),,,,,,
NFPOL1Q020,Phlebia centrifuga,,,S3 (2021),Blue,GNR,,,,,,
NFPOL1Q050,Phlebia rufa,,,S3 (2021),Blue,GNR,,,,,,
C5C2APDSW1,Phlox diffusa - Selaginella wallacei,spreading phlox - Wallace's selaginella,MHmm1/00,S2 (2004),Red,GNR,N/A,N/A,,Central and North Coast LUO; South Central Coast LUO,Y,
PDPLM0D1Q4,Phlox speciosa ssp. occidentalis,showy phlox,BGxh; IDFxh; PPxh,S2 (2022),Red,G5TNR,T,1-T (2006),,,Y,
IILER9T010,Phobus brucei,a pyralid moth,,S2S3 (2020),Blue,GNR,,,,,,
AMAGF01010,Phocoena phocoena,Harbour Porpoise,,S3S4 (2022),Blue,G4G5 (2016),SC,1-SC (2005),,,,
ABNDA01020,Phoebastria albatrus,Short-tailed Albatross,,S1N (2022),Red,G1 (2016),T,1-T (2005),,,,
ABNDA01040,Phoebastria immutabilis,Laysan Albatross,,S3N (2015),Blue,G3G4 (2016),,,,,,
ABNDA01030,Phoebastria nigripes,Black-footed Albatross,,S3S4N (2015),Blue,G3G4 (2016),SC,1-SC (2009),,,,
IILEP41010,Pholisora catullus,Common Sootywing,BG; ESSF; ICH; IDF; MS; PP,S3 (2020),Blue,G5 (2021),,,,,,
ARACF12030,Phrynosoma douglasii,Pygmy Short-horned Lizard,BG,SX (2018),Red,G5 (2023),XT,1-XT (2003),,,,
IILEM2Y020,Phtheochroa aegrana,A Tortricid Moth,,S3S5 (2020),Blue,GNR,,,,,,
IILEPK3040,Phyciodes batesii,Tawny Crescent,BWBS; SWB,S3 (2020),Blue,G3G4 (2023),,,,,Y,
IILEF2S830,Phyllonorycter elmaella,Western Tentiform Leafminer Moth,,S2S3 (2020),Blue,GNR,,,,,,
IILEF2S400,Phyllonorycter ledella,Labrador Tea Leaf Minor,,S3S5 (2020),Blue,GNR,,,,,,
NBANT06010,Phymatoceros bulbiculosus,,,S3? (2023),Blue,G5 (2007),,,,,,
ZMYXO17030,Physarum alpinum,a slime mold,,S2S4 (2023),Blue,GNR,,,,,,
NLTES11590,Physcia dimidiata,exuberant rosette,BGxh; PPxh,S3 (2019),Blue,G5? (2002),,,,,,
NLTES11750,Physcia tribacia,beaded rosette,,S1S2 (2010),Red,G4? (1999),,,,,,
NLT0022650,Physciella chloantha,downside shade,,S3 (2010),Blue,G5? (2000),,,,,,
NBMUS5E030,Physcomitrium hookeri,,,S1S3 (2024),Red,G2G4 (1999),,,,,,
NBMUS5E040,Physcomitrium immersum,,CDFmm; CWHxm,S2S3 (2024),Blue,G4 (2004),,,,,,
NBMUS5D020,Physcomitrium patens,,IDFxh; IDFxk,S3? (2024),Blue,G4 (1998),,,,,,
NLT0022660,Physconia detersa,bottlebrush frost,BWBSdk; CDFmm,S2? (2019),Red,G5 (2013),,,,,,
IMGASM0060,Physella columbiana,Rotund Physa,ICH,S1 (2015),Red,G3 (2015),,,,,,
IMGASM0230,Physella propinqua,Rocky Mountain Physa,BAFA; CDF; CMA; CWH; ESSF; IDF; IMA; MH; MS; SBPS; SBS,S3S4 (2015),Blue,G5Q (2015),,,,,,
IMGASM0310,Physella virginea,Sunset Physa,BAFA; BG; CDF; CMA; CWH; ESSF; ICH; IDF; IMA; MH; MS; SBPS; SBS,S3S5 (2015),Blue,G5 (2015),,,,,,
IMGASM0330,Physella wrighti,Hotwater Physa,BWBS,S1 (2015),Red,G1 (2024),E,1-E (2003),,,,
CEBC003145,Physocarpus malvaceus - Holodiscus discolor - Pseudoroegneria spicata,mallow ninebark - oceanspray - bluebunch wheatgrass,ESSFwh3/Gb03; ICHdm/Gb03; ICHdw1/Gb03; ICHmk1/Gb03; ICHmw2/Gb03; ICHmw4/Gb03; ICHmw5/Gb03; ICHxw/Gb03; ICHxwa/Gb03; IDFdm1/Gb03; IDFdm2/Gb03; MSdw/Gb03; PPxh1/Gb03,S2? (2023),Red,GNR,N/A,N/A,,,,
CEBC003116,Picea engelmannii x glauca / Alnus incana / Athyrium filix-femina,hybrid white spruce / mountain alder / lady fern,SBSmw/13,S2? (2015),Red,GNR,N/A,N/A,,,Y,
C2A2BSXBO1,Picea engelmannii x glauca - Betula occidentalis / Ribes oxyacanthoides,hybrid white spruce - water birch / northern gooseberry,IDFxw/06,S2 (2004),Red,GNR,N/A,N/A,,,,
CEBC000677,Picea engelmannii x glauca - Betula papyrifera / Oplopanax horridus,hybrid white spruce - paper birch / devil's club,ICHmc2/54; SBSmh/07,S3 (2004),Blue,GNR,N/A,N/A,,,,
C1A9CPMHS1,Picea engelmannii x glauca / Calamagrostis rubescens / Hylocomium splendens,hybrid white spruce / pinegrass / step moss,SBPSmk/05,S3 (2014),Blue,GNR,N/A,N/A,,,,
CEBC000077,Picea engelmannii x glauca / Equisetum spp. / Mnium spp.,hybrid white spruce / horsetails / leafy mosses,BWBSdk/Ws07; ESSFdh1/112; ESSFdh1/Ws07; ESSFun/Ws07; ICHdk/09; ICHdk/Ws07; ICHdw4/Ws07; ICHmc2/07; ICHmc2/Ws07; ICHmk1/07; ICHmk1/Ws07; ICHmk2/06; ICHmk2/Ws07; ICHmk4/112b; ICHmk4/Ws07; ICHmw5/Ws07; ICHvc/06; ICHvc/Ws07; ICHwc/08; ICHwc/Ws07; ICHxm1/Ws07; IDFdc/06; IDFdk1/06; IDFdk1/112; IDFdk1/Ws07; IDFdk2/06; IDFdk2/112; IDFdk2/Ws07; IDFdk3/09; IDFdk3/Ws07; IDFdk4/10; IDFdk4/Ws07; IDFdk5/111b; IDFdk5/Ws07; IDFdm1/07; IDFdm2/07; IDFdm2/112b; IDFdm2/Ws07; IDFdw/10; IDFxc/08; IDFxh1/112; IDFxh1/Ws07; IDFxh2/08; IDFxh2/113; IDFxh2/Ws07; IDFxk/113b; IDFxm/09; IDFxm/Ws07; IDFxx2/112b; MSdc2/08; MSdc2/Ws07; MSdk/06; MSdk/111b; MSdk/Ws07; MSdm1/113; MSdm1/113b; MSdm1/Ws07; MSdm2/07; MSdm2/Ws07; MSdv/09; MSdv/Ws07; MSdw/111b; MSdw/Ws07; MSxk/09; MSxk1/112; MSxk1/Ws07; MSxk2/112; MSxk2/Ws07; MSxk3/Ws07; MSxv/08; MSxv/Ws07; SBPSdc/08; SBPSdc/Ws07; SBPSmc/06; SBPSmc/Ws07; SBPSmk/07; SBPSmk/Ws07; SBSdh1/07; SBSdk/07; SBSdk/Ws07; SBSdw1/09; SBSdw1/Ws07; SBSdw2/10; SBSdw3/09; SBSdw3/Ws07; SBSmc1/08; SBSmc1/Ws07; SBSmc2/10b; SBSmc2/11; SBSmc2/Ws07; SBSmc3/08; SBSmc3/Ws07; SBSmh/09; SBSmk1/09; SBSmk1/Ws07; SBSmk2/06; SBSmk2/Ws07; SBSmm/08; SBSmw/09; SBSmw/Ws07; SBSun/Ws07; SBSvk/06; SBSwk1/09; SBSwk1/Ws07; SBSwk2/06; SBSwk2/Ws07; SBSwk3/08,S3 (2004),Blue,GNR,N/A,N/A,,,Y,
CEBC000147,Picea engelmannii x glauca / Matteuccia struthiopteris,hybrid white spruce / ostrich fern,SBSmh/08,S2 (2015),Red,GNR,N/A,N/A,Y,,Y,
